"","GeneID","Cluster","ComparisonGroup"
"5547","LOC107278724","cluster3","Group1"
"5548","LOC4332686","cluster3","Group1"
"5549","LOC4342342","cluster3","Group1"
"5550","LOC4341038","cluster3","Group1"
"5551","LOC4328620","cluster3","Group1"
"5552","LOC4337154","cluster3","Group1"
"5553","LOC4337512","cluster3","Group1"
"5554","LOC107280676","cluster3","Group1"
"5555","LOC4333744","cluster3","Group1"
"5556","LOC107280424","cluster3","Group1"
"5557","LOC9269676","cluster3","Group1"
"5558","LOC4352426","cluster3","Group1"
"5559","LOC4350147","cluster3","Group1"
"5560","LOC4344421","cluster3","Group1"
"5561","LOC9271580","cluster3","Group1"
"5562","LOC4351766","cluster3","Group1"
"5563","LOC4338069","cluster3","Group1"
"5564","LOC107278569","cluster3","Group1"
"5565","LOC4329382","cluster3","Group1"
"5566","LOC4339117","cluster3","Group1"
"5567","LOC4334514","cluster3","Group1"
"5568","LOC4336377","cluster3","Group1"
"5569","LOC4334814","cluster3","Group1"
"5570","LOC9269646","cluster3","Group1"
"5571","LOC4328494","cluster3","Group1"
"5572","LOC9266878","cluster3","Group1"
"5573","LOC107278485","cluster3","Group1"
"5574","LOC9268901","cluster3","Group1"
"5575","LOC9270608","cluster3","Group1"
"5576","LOC4333547","cluster3","Group1"
"5577","LOC4340441","cluster3","Group1"
"5578","LOC107277789","cluster3","Group1"
"5579","LOC4336343","cluster3","Group1"
"5580","LOC4341766","cluster3","Group1"
"5581","LOC4350095","cluster3","Group1"
"5582","LOC9271743","cluster3","Group1"
"5583","LOC4327181","cluster3","Group1"
"5584","LOC9266082","cluster3","Group1"
"5585","LOC4338430","cluster3","Group1"
"5586","LOC107276535","cluster3","Group1"
"5587","LOC4327837","cluster3","Group1"
"5588","LOC9268872","cluster3","Group1"
"5589","LOC9271911","cluster3","Group1"
"5590","LOC4340014","cluster3","Group1"
"5591","LOC4342851","cluster3","Group1"
"5592","LOC4341691","cluster3","Group1"
"5593","LOC4326700","cluster3","Group1"
"5594","LOC4345971","cluster3","Group1"
"5595","LOC9268371","cluster3","Group1"
"5596","LOC112936163","cluster3","Group1"
"5597","LOC4333621","cluster3","Group1"
"5598","LOC4327509","cluster3","Group1"
"5599","LOC107277992","cluster3","Group1"
"5600","LOC4342389","cluster3","Group1"
"5601","LOC4344205","cluster3","Group1"
"5602","LOC107275279","cluster3","Group1"
"5603","LOC4352644","cluster3","Group1"
"5604","LOC107278369","cluster3","Group1"
"5605","LOC107276638","cluster3","Group1"
"5606","LOC9271754","cluster3","Group1"
"5607","LOC4336197","cluster3","Group1"
"5608","LOC4329369","cluster3","Group1"
"5609","LOC9267363","cluster3","Group1"
"5610","LOC107277953","cluster3","Group1"
"5611","LOC107277467","cluster3","Group1"
"5612","LOC4349079","cluster3","Group1"
"5613","LOC4348247","cluster3","Group1"
"5614","LOC4347302","cluster3","Group1"
"5615","LOC4346786","cluster3","Group1"
"5616","LOC4325549","cluster3","Group1"
"5617","LOC107276925","cluster3","Group1"
"5618","LOC4335678","cluster3","Group1"
"5619","LOC4346248","cluster3","Group1"
"5620","LOC107277679","cluster3","Group1"
"5621","LOC9271135","cluster3","Group1"
"5622","LOC9266647","cluster3","Group1"
"5623","LOC9266628","cluster3","Group1"
"5624","LOC4332168","cluster3","Group1"
"5625","LOC107279686","cluster3","Group1"
"5626","LOC9269955","cluster3","Group1"
"5627","LOC9270835","cluster3","Group1"
"5628","LOC4340598","cluster3","Group1"
"5629","LOC4331521","cluster3","Group1"
"5630","LOC4333433","cluster3","Group1"
"5631","LOC9271595","cluster3","Group1"
"5632","LOC107276676","cluster3","Group1"
"5633","LOC4330208","cluster3","Group1"
"5634","LOC4327111","cluster3","Group1"
"5635","LOC4338951","cluster3","Group1"
"5636","LOC4326623","cluster3","Group1"
"5637","LOC4352565","cluster3","Group1"
"5638","LOC9270360","cluster3","Group1"
"5639","LOC9271420","cluster3","Group1"
"5640","LOC4324067","cluster3","Group1"
"5641","LOC4335622","cluster3","Group1"
"5642","LOC112939331","cluster3","Group1"
"5643","LOC4325072","cluster3","Group1"
"5644","LOC112938747","cluster3","Group1"
"5645","LOC4324432","cluster3","Group1"
"5646","LOC4351410","cluster3","Group1"
"5647","LOC4326550","cluster3","Group1"
"5648","LOC107279783","cluster3","Group1"
"5649","LOC107281408","cluster3","Group1"
"5650","LOC9271893","cluster3","Group1"
"5651","LOC9271200","cluster3","Group1"
"5652","LOC4336599","cluster3","Group1"
"5653","LOC112936421","cluster3","Group1"
"5654","LOC4325801","cluster3","Group1"
"5655","LOC4348795","cluster3","Group1"
"5656","LOC112936683","cluster3","Group1"
"5657","LOC4324118","cluster3","Group1"
"5658","LOC9271665","cluster3","Group1"
"5659","LOC4324700","cluster3","Group1"
"5660","LOC9270493","cluster3","Group1"
"5661","LOC9271699","cluster3","Group1"
"5662","LOC4338191","cluster3","Group1"
"5663","LOC9268790","cluster3","Group1"
"5664","LOC4343532","cluster3","Group1"
"5665","LOC4335835","cluster3","Group1"
"5666","LOC4351835","cluster3","Group1"
"5667","LOC4326365","cluster3","Group1"
"5668","LOC4350441","cluster3","Group1"
"5669","LOC4345346","cluster3","Group1"
"5670","LOC107280097","cluster3","Group1"
"5671","LOC4343189","cluster3","Group1"
"5672","LOC4327627","cluster3","Group1"
"5673","LOC4349509","cluster3","Group1"
"5674","LOC4327479","cluster3","Group1"
"5675","LOC4339930","cluster3","Group1"
"5676","LOC4351566","cluster3","Group1"
"5677","LOC4345298","cluster3","Group1"
"5678","LOC4332626","cluster3","Group1"
"5679","LOC4328669","cluster3","Group1"
"5680","LOC107279539","cluster3","Group1"
"5681","LOC107275367","cluster3","Group1"
"5682","LOC4348181","cluster3","Group1"
"5683","LOC4332391","cluster3","Group1"
"5684","LOC4324695","cluster3","Group1"
"5685","LOC112936071","cluster3","Group1"
"5686","LOC4342450","cluster3","Group1"
"5687","LOC4331683","cluster3","Group1"
"5688","LOC4351220","cluster3","Group1"
"5689","LOC9268149","cluster3","Group1"
"5690","LOC4336115","cluster3","Group1"
"5691","LOC4352660","cluster3","Group1"
"5692","LOC107281854","cluster3","Group1"
"5693","LOC107280862","cluster3","Group1"
"5694","LOC4352046","cluster3","Group1"
"5695","LOC4338146","cluster3","Group1"
"5696","LOC107276053","cluster3","Group1"
"5697","LOC4351378","cluster3","Group1"
"5698","LOC107281211","cluster3","Group1"
"5699","LOC4329542","cluster3","Group1"
"5700","LOC107279776","cluster3","Group1"
"5701","LOC107280462","cluster3","Group1"
"5702","LOC4324193","cluster3","Group1"
"5703","LOC4347400","cluster3","Group1"
"5704","LOC4334445","cluster3","Group1"
"5705","LOC112936097","cluster3","Group1"
"5706","LOC4344507","cluster3","Group1"
"5707","LOC4336360","cluster3","Group1"
"5708","LOC4338780","cluster3","Group1"
"5709","LOC4345284","cluster3","Group1"
"5710","LOC4347864","cluster3","Group1"
"5711","LOC4344232","cluster3","Group1"
"5712","LOC4340846","cluster3","Group1"
"5713","LOC4347528","cluster3","Group1"
"5714","LOC4345686","cluster3","Group1"
"5715","LOC4344370","cluster3","Group1"
"5716","LOC4324682","cluster3","Group1"
"5717","LOC4347046","cluster3","Group1"
"5718","LOC4325947","cluster3","Group1"
"5719","LOC4347667","cluster3","Group1"
"5720","LOC4330995","cluster3","Group1"
"5721","LOC4334845","cluster3","Group1"
"5722","LOC4335426","cluster3","Group1"
"5723","LOC4351767","cluster3","Group1"
"5724","LOC107280605","cluster3","Group1"
"5725","LOC9272028","cluster3","Group1"
"5726","LOC4329341","cluster3","Group1"
"5727","LOC9272724","cluster3","Group1"
"5728","LOC4330161","cluster3","Group1"
"5729","LOC4336846","cluster3","Group1"
"5730","LOC9269203","cluster3","Group1"
"5731","LOC9271908","cluster3","Group1"
"5732","LOC4341008","cluster3","Group1"
"5733","LOC4344969","cluster3","Group1"
"5734","LOC4345863","cluster3","Group1"
"5735","LOC4330886","cluster3","Group1"
"5736","LOC4325387","cluster3","Group1"
"5737","LOC4331225","cluster3","Group1"
"5738","LOC112938220","cluster3","Group1"
"5739","LOC4352532","cluster3","Group1"
"5740","LOC4345097","cluster3","Group1"
"5741","LOC4332900","cluster3","Group1"
"5742","LOC9271926","cluster3","Group1"
"5743","LOC4337267","cluster3","Group1"
"5744","LOC4339664","cluster3","Group1"
"5745","LOC4324367","cluster3","Group1"
"5746","LOC4336064","cluster3","Group1"
"5747","LOC4339651","cluster3","Group1"
"5748","LOC4342113","cluster3","Group1"
"5749","LOC4346192","cluster3","Group1"
"5750","LOC4348274","cluster3","Group1"
"5751","LOC4330582","cluster3","Group1"
"5752","LOC4339204","cluster3","Group1"
"5753","LOC4325426","cluster3","Group1"
"5754","LOC4337577","cluster3","Group1"
"5755","LOC4338507","cluster3","Group1"
"5756","LOC4338731","cluster3","Group1"
"5757","LOC4342386","cluster3","Group1"
"5758","LOC4345339","cluster3","Group1"
"5759","LOC4349049","cluster3","Group1"
"5760","LOC4350825","cluster3","Group1"
"5761","LOC4350458","cluster3","Group1"
"5762","LOC4328182","cluster3","Group1"
"5763","LOC4325304","cluster3","Group1"
"5764","LOC4351451","cluster3","Group1"
"5765","LOC4339686","cluster3","Group1"
"5766","LOC4349793","cluster3","Group1"
"5767","LOC4334623","cluster3","Group1"
"5768","LOC4323839","cluster3","Group1"
"5769","LOC4342622","cluster3","Group1"
"5770","LOC4342434","cluster3","Group1"
"5771","LOC4325987","cluster3","Group1"
"5772","LOC4327403","cluster3","Group1"
"5773","LOC4328151","cluster3","Group1"
"5774","LOC4327494","cluster3","Group1"
"5775","LOC4348990","cluster3","Group1"
"5776","LOC4352791","cluster3","Group1"
"5777","LOC4330652","cluster3","Group1"
"5778","LOC4334447","cluster3","Group1"
"5779","LOC4352597","cluster3","Group1"
"5780","LOC4336751","cluster3","Group1"
"5781","LOC4343890","cluster3","Group1"
"5782","LOC4348556","cluster3","Group1"
"5783","LOC9268702","cluster3","Group1"
"5784","LOC4351642","cluster3","Group1"
"5785","LOC112939877","cluster3","Group1"
"5786","LOC107277166","cluster3","Group1"
"5787","LOC107281721","cluster3","Group1"
"5788","LOC9266462","cluster3","Group1"
"5789","LOC112937826","cluster3","Group1"
"5790","LOC107278933","cluster3","Group1"
"5791","LOC9267745","cluster3","Group1"
"5792","LOC107278234","cluster3","Group1"
"5793","LOC112937211","cluster3","Group1"
"5794","LOC4348735","cluster3","Group1"
"5795","LOC4346743","cluster4","Group1"
"5796","LOC4330609","cluster4","Group1"
"5797","LOC4346592","cluster4","Group1"
"5798","LOC4326342","cluster4","Group1"
"5799","LOC4350451","cluster4","Group1"
"5800","LOC4350454","cluster4","Group1"
"5801","LOC107278309","cluster4","Group1"
"5802","LOC107275628","cluster4","Group1"
"5803","LOC107277247","cluster4","Group1"
"5804","LOC9271554","cluster4","Group1"
"5805","LOC107276955","cluster4","Group1"
"5806","LOC107276628","cluster4","Group1"
"5807","LOC4340983","cluster4","Group1"
"5808","LOC4328743","cluster4","Group1"
"5809","LOC112936411","cluster4","Group1"
"5810","LOC4345379","cluster4","Group1"
"5811","LOC4336815","cluster4","Group1"
"5812","LOC107279998","cluster4","Group1"
"5813","LOC9266659","cluster4","Group1"
"5814","LOC4325949","cluster4","Group1"
"5815","LOC107276022","cluster4","Group1"
"5816","LOC4352581","cluster4","Group1"
"5817","LOC4342512","cluster4","Group1"
"5818","LOC4345030","cluster4","Group1"
"5819","LOC4350342","cluster4","Group1"
"5820","LOC107281990","cluster4","Group1"
"5821","LOC4339836","cluster4","Group1"
"5822","LOC4345222","cluster4","Group1"
"5823","LOC4339804","cluster4","Group1"
"5824","LOC107276490","cluster4","Group1"
"5825","LOC112936042","cluster4","Group1"
"5826","LOC4347556","cluster4","Group1"
"5827","LOC4344881","cluster4","Group1"
"5828","LOC4339924","cluster4","Group1"
"5829","LOC9269569","cluster4","Group1"
"5830","LOC4333060","cluster4","Group1"
"5831","LOC107279772","cluster4","Group1"
"5832","LOC107276013","cluster4","Group1"
"5833","LOC107276371","cluster4","Group1"
"5834","LOC112936068","cluster4","Group1"
"5835","LOC4342689","cluster4","Group1"
"5836","LOC4347026","cluster4","Group1"
"5837","LOC4333365","cluster4","Group1"
"5838","LOC4324955","cluster4","Group1"
"5839","LOC4327845","cluster4","Group1"
"5840","LOC4324364","cluster4","Group1"
"5841","LOC4348050","cluster4","Group1"
"5842","LOC4340218","cluster4","Group1"
"5843","LOC4327789","cluster4","Group1"
"5844","LOC107280181","cluster4","Group1"
"5845","LOC107279077","cluster4","Group1"
"5846","LOC4352561","cluster4","Group1"
"5847","LOC4352564","cluster4","Group1"
"5848","LOC4352582","cluster4","Group1"
"5849","LOC107276896","cluster4","Group1"
"5850","LOC107275807","cluster4","Group1"
"5851","LOC4344445","cluster4","Group1"
"5852","LOC4347031","cluster4","Group1"
"5853","LOC107275607","cluster4","Group1"
"5854","LOC4327112","cluster4","Group1"
"5855","LOC9267782","cluster4","Group1"
"5856","LOC4329459","cluster4","Group1"
"5857","LOC4341358","cluster4","Group1"
"5858","LOC4331098","cluster4","Group1"
"5859","LOC4352131","cluster4","Group1"
"5860","LOC4344179","cluster4","Group1"
"5861","LOC4352563","cluster4","Group1"
"5862","LOC107275812","cluster4","Group1"
"5863","LOC4337097","cluster4","Group1"
"5864","LOC4338558","cluster4","Group1"
"5865","LOC4337072","cluster4","Group1"
"5866","LOC107281853","cluster4","Group1"
"5867","LOC107277041","cluster4","Group1"
"5868","LOC112936967","cluster4","Group1"
"5869","LOC9268990","cluster4","Group1"
"5870","LOC9270782","cluster4","Group1"
"5871","LOC112937922","cluster4","Group1"
"5872","LOC9266921","cluster4","Group1"
"5873","LOC107278975","cluster4","Group1"
"5874","LOC4337235","cluster4","Group1"
"5875","LOC4336959","cluster4","Group1"
"5876","LOC4348394","cluster4","Group1"
"5877","LOC9269448","cluster4","Group1"
"5878","LOC112938008","cluster4","Group1"
"5879","LOC107276718","cluster4","Group1"
"5880","LOC107280855","cluster4","Group1"
"5881","LOC107275928","cluster4","Group1"
"5882","LOC4341576","cluster4","Group1"
"5883","LOC4337095","cluster4","Group1"
"5884","LOC107276204","cluster4","Group1"
"5885","LOC4334250","cluster4","Group1"
"5886","LOC107278570","cluster4","Group1"
"5887","LOC107277023","cluster4","Group1"
"5888","LOC4342318","cluster4","Group1"
"5889","LOC4326683","cluster4","Group1"
"5890","LOC4348981","cluster4","Group1"
"5891","LOC4326560","cluster4","Group1"
"5892","LOC107276247","cluster4","Group1"
"5893","LOC4350740","cluster4","Group1"
"5894","LOC4332796","cluster4","Group1"
"5895","LOC4350151","cluster4","Group1"
"5896","LOC4333054","cluster4","Group1"
"5897","LOC107276051","cluster4","Group1"
"5898","LOC4347592","cluster4","Group1"
"5899","LOC9270206","cluster4","Group1"
"5900","LOC4327688","cluster4","Group1"
"5901","LOC107277733","cluster4","Group1"
"5902","LOC4330106","cluster4","Group1"
"5903","LOC4335977","cluster4","Group1"
"5904","LOC4349795","cluster4","Group1"
"5905","LOC4328903","cluster4","Group1"
"5906","LOC4341210","cluster4","Group1"
"5907","LOC4339240","cluster4","Group1"
"5908","LOC4339227","cluster4","Group1"
"5909","LOC4329172","cluster4","Group1"
"5910","LOC107280497","cluster4","Group1"
"5911","LOC4330049","cluster4","Group1"
"5912","LOC4327339","cluster4","Group1"
"5913","LOC4344304","cluster4","Group1"
"5914","LOC4336108","cluster4","Group1"
"5915","LOC4342369","cluster4","Group1"
"5916","LOC4343913","cluster4","Group1"
"5917","LOC4351333","cluster4","Group1"
"5918","LOC4342063","cluster4","Group1"
"5919","LOC4349616","cluster4","Group1"
"5920","LOC4343888","cluster4","Group1"
"5921","LOC4324350","cluster4","Group1"
"5922","LOC107276663","cluster4","Group1"
"5923","LOC4336908","cluster4","Group1"
"5924","LOC4351498","cluster4","Group1"
"5925","LOC4332194","cluster4","Group1"
"5926","LOC107275925","cluster4","Group1"
"5927","LOC4332041","cluster4","Group1"
"5928","LOC107278798","cluster4","Group1"
"5929","LOC9268480","cluster4","Group1"
"5930","LOC4350232","cluster4","Group1"
"5931","LOC9268603","cluster4","Group1"
"5932","LOC4324802","cluster4","Group1"
"5933","LOC9266164","cluster4","Group1"
"5934","LOC4347436","cluster4","Group1"
"5935","LOC4341912","cluster4","Group1"
"5936","LOC4327481","cluster4","Group1"
"5937","LOC4331076","cluster4","Group1"
"5938","LOC9266035","cluster4","Group1"
"5939","LOC9272110","cluster4","Group1"
"5940","LOC4343993","cluster4","Group1"
"5941","LOC4347255","cluster4","Group1"
"5942","LOC4343526","cluster4","Group1"
"5943","LOC4334779","cluster4","Group1"
"5944","LOC4338700","cluster4","Group1"
"5945","LOC9271610","cluster4","Group1"
"5946","LOC4331584","cluster4","Group1"
"5947","LOC9270889","cluster4","Group1"
"5948","LOC107278382","cluster4","Group1"
"5949","LOC4329967","cluster4","Group1"
"5950","LOC4336175","cluster4","Group1"
"5951","LOC4337912","cluster4","Group1"
"5952","LOC4349498","cluster4","Group1"
"5953","LOC9272541","cluster4","Group1"
"5954","LOC4326579","cluster4","Group1"
"5955","LOC4325591","cluster4","Group1"
"5956","LOC4333359","cluster4","Group1"
"5957","LOC4328623","cluster4","Group1"
"5958","LOC4337870","cluster4","Group1"
"5959","LOC4336028","cluster4","Group1"
"5960","LOC4344073","cluster4","Group1"
"5961","LOC4348984","cluster4","Group1"
"5962","LOC4348644","cluster4","Group1"
"5963","LOC107281588","cluster4","Group1"
"5964","LOC107278022","cluster4","Group1"
"5965","LOC4350138","cluster4","Group1"
"5966","LOC4349876","cluster4","Group1"
"5967","LOC4345656","cluster4","Group1"
"5968","LOC4341522","cluster4","Group1"
"5969","LOC4338226","cluster4","Group1"
"5970","LOC4341588","cluster4","Group1"
"5971","LOC4327894","cluster4","Group1"
"5972","LOC107277284","cluster4","Group1"
"5973","LOC4330956","cluster4","Group1"
"5974","LOC107277806","cluster4","Group1"
"5975","LOC107277588","cluster4","Group1"
"5976","LOC9268817","cluster4","Group1"
"5977","LOC4328724","cluster4","Group1"
"5978","LOC4333611","cluster4","Group1"
"5979","LOC4347116","cluster4","Group1"
"5980","LOC4339030","cluster4","Group1"
"5981","LOC4338603","cluster4","Group1"
"5982","LOC4325147","cluster4","Group1"
"5983","LOC4349970","cluster4","Group1"
"5984","LOC4326394","cluster4","Group1"
"5985","LOC107278148","cluster4","Group1"
"5986","LOC4332894","cluster4","Group1"
"5987","LOC4344466","cluster4","Group1"
"5988","LOC107278611","cluster4","Group1"
"5989","LOC107278893","cluster4","Group1"
"5990","LOC9267947","cluster4","Group1"
"5991","LOC4339535","cluster4","Group1"
"5992","LOC4349800","cluster4","Group1"
"5993","LOC4331525","cluster4","Group1"
"5994","LOC4349343","cluster4","Group1"
"5995","LOC107279948","cluster4","Group1"
"5996","LOC9268959","cluster4","Group1"
"5997","LOC4339877","cluster4","Group1"
"5998","LOC4338112","cluster4","Group1"
"5999","LOC4350176","cluster4","Group1"
"6000","LOC4342814","cluster4","Group1"
"6001","LOC4329781","cluster4","Group1"
"6002","LOC4331328","cluster4","Group1"
"6003","LOC4326815","cluster4","Group1"
"6004","LOC4347320","cluster4","Group1"
"6005","LOC107279115","cluster4","Group1"
"6006","LOC4349704","cluster4","Group1"
"6007","LOC4352201","cluster4","Group1"
"6008","LOC4343851","cluster4","Group1"
"6009","LOC4340941","cluster4","Group1"
"6010","LOC4324018","cluster4","Group1"
"6011","LOC4347852","cluster4","Group1"
"6012","LOC4351240","cluster4","Group1"
"6013","LOC107281749","cluster4","Group1"
"6014","LOC112936644","cluster4","Group1"
"6015","LOC4344824","cluster4","Group1"
"6016","LOC107278934","cluster4","Group1"
"6017","LOC4348196","cluster4","Group1"
"6018","LOC4334237","cluster4","Group1"
"6019","LOC4325994","cluster4","Group1"
"6020","LOC4341870","cluster4","Group1"
"6021","LOC4328312","cluster4","Group1"
"6022","LOC4348052","cluster4","Group1"
"6023","LOC107276823","cluster4","Group1"
"6024","LOC4331249","cluster4","Group1"
"6025","LOC4338378","cluster4","Group1"
"6026","LOC4327679","cluster4","Group1"
"6027","LOC4344902","cluster4","Group1"
"6028","LOC4340462","cluster4","Group1"
"6029","LOC4328916","cluster4","Group1"
"6030","LOC4329178","cluster4","Group1"
"6031","LOC4352802","cluster4","Group1"
"6032","LOC4345787","cluster4","Group1"
"6033","LOC4333368","cluster4","Group1"
"6034","LOC4338850","cluster4","Group1"
"6035","LOC4326375","cluster4","Group1"
"6036","LOC4330711","cluster4","Group1"
"6037","LOC4331796","cluster4","Group1"
"6038","LOC4337412","cluster4","Group1"
"6039","LOC4335920","cluster4","Group1"
"6040","LOC4340977","cluster4","Group1"
"6041","LOC107281311","cluster4","Group1"
"6042","LOC4331847","cluster4","Group1"
"6043","LOC4335799","cluster4","Group1"
"6044","LOC4330625","cluster4","Group1"
"6045","LOC4348568","cluster4","Group1"
"6046","LOC9268232","cluster4","Group1"
"6047","LOC4342892","cluster4","Group1"
"6048","LOC107276434","cluster4","Group1"
"6049","LOC4327561","cluster4","Group1"
"6050","LOC4323882","cluster4","Group1"
"6051","LOC4343183","cluster4","Group1"
"6052","LOC4333105","cluster4","Group1"
"6053","LOC4349263","cluster4","Group1"
"6054","LOC107278915","cluster4","Group1"
"6055","LOC4333648","cluster4","Group1"
"6056","LOC4343973","cluster4","Group1"
"6057","LOC4332487","cluster4","Group1"
"6058","LOC4342840","cluster4","Group1"
"6059","LOC4324048","cluster4","Group1"
"6060","LOC4351938","cluster4","Group1"
"6061","LOC4336803","cluster4","Group1"
"6062","LOC4348710","cluster4","Group1"
"6063","LOC4343563","cluster4","Group1"
"6064","LOC4324165","cluster4","Group1"
"6065","LOC4341630","cluster4","Group1"
"6066","LOC4332934","cluster4","Group1"
"6067","LOC107279014","cluster4","Group1"
"6068","LOC107278078","cluster4","Group1"
"6069","LOC4334815","cluster4","Group1"
"6070","LOC4344083","cluster4","Group1"
"6071","LOC4345663","cluster4","Group1"
"6072","LOC4341520","cluster4","Group1"
"6073","LOC4339608","cluster4","Group1"
"6074","LOC4348840","cluster4","Group1"
"6075","LOC107277916","cluster4","Group1"
"6076","LOC4340381","cluster4","Group1"
"6077","LOC4352846","cluster4","Group1"
"6078","LOC4341462","cluster4","Group1"
"6079","LOC4351925","cluster4","Group1"
"6080","LOC4349971","cluster4","Group1"
"6081","LOC107279546","cluster4","Group1"
"6082","LOC107275689","cluster4","Group1"
"6083","LOC4346387","cluster4","Group1"
"6084","LOC107278508","cluster4","Group1"
"6085","LOC4327928","cluster4","Group1"
"6086","LOC9271209","cluster4","Group1"
"6087","LOC4352799","cluster4","Group1"
"6088","LOC4345644","cluster4","Group1"
"6089","LOC4342182","cluster4","Group1"
"6090","LOC4347548","cluster4","Group1"
"6091","LOC4346560","cluster4","Group1"
"6092","LOC107280636","cluster4","Group1"
"6093","LOC107279713","cluster4","Group1"
"6094","LOC4345126","cluster4","Group1"
"6095","LOC4339469","cluster4","Group1"
"6096","LOC4341626","cluster4","Group1"
"6097","LOC4347496","cluster4","Group1"
"6098","LOC4332063","cluster4","Group1"
"6099","LOC4337325","cluster4","Group1"
"6100","LOC4338846","cluster4","Group1"
"6101","LOC9272115","cluster4","Group1"
"6102","LOC4343852","cluster4","Group1"
"6103","LOC4331516","cluster4","Group1"
"6104","LOC4326356","cluster4","Group1"
"6105","LOC107281920","cluster4","Group1"
"6106","LOC107281154","cluster4","Group1"
"6107","LOC4335793","cluster4","Group1"
"6108","LOC4342700","cluster4","Group1"
"6109","LOC107276934","cluster4","Group1"
"6110","LOC4345923","cluster4","Group1"
"6111","LOC4328476","cluster4","Group1"
"6112","LOC4338706","cluster4","Group1"
"6113","LOC107280275","cluster4","Group1"
"6114","LOC4331959","cluster4","Group1"
"6115","LOC9266097","cluster4","Group1"
"6116","LOC4331999","cluster4","Group1"
"6117","LOC4340075","cluster4","Group1"
"6118","LOC4350190","cluster4","Group1"
"6119","LOC4330774","cluster4","Group1"
"6120","LOC4351871","cluster4","Group1"
"6121","LOC4343637","cluster4","Group1"
"6122","LOC4343917","cluster4","Group1"
"6123","LOC4339988","cluster4","Group1"
"6124","LOC4344873","cluster4","Group1"
"6125","LOC4332952","cluster4","Group1"
"6126","LOC107278388","cluster4","Group1"
"6127","LOC107281115","cluster4","Group1"
"6128","LOC107278698","cluster4","Group1"
"6129","LOC9267029","cluster4","Group1"
"6130","LOC9268164","cluster4","Group1"
"6131","LOC9272401","cluster4","Group1"
"6132","LOC107278344","cluster4","Group1"
"6133","LOC9271124","cluster4","Group1"
"6134","LOC4341941","cluster4","Group1"
"6135","LOC9266245","cluster4","Group1"
"6136","LOC112939314","cluster4","Group1"
"6137","LOC4342237","cluster4","Group1"
"6138","LOC4338696","cluster4","Group1"
"6139","LOC4332387","cluster4","Group1"
"6140","LOC107277572","cluster4","Group1"
"6141","LOC9270393","cluster4","Group1"
"6142","LOC4327654","cluster4","Group1"
"6143","LOC4340892","cluster4","Group1"
"6144","LOC4326823","cluster4","Group1"
"6145","LOC4342612","cluster4","Group1"
"6146","LOC9269346","cluster4","Group1"
"6147","LOC4352490","cluster4","Group1"
"6148","LOC4333830","cluster4","Group1"
"6149","LOC107281778","cluster4","Group1"
"6150","LOC107276153","cluster4","Group1"
"6151","LOC4325060","cluster4","Group1"
"6152","LOC4324985","cluster4","Group1"
"6153","LOC107278147","cluster4","Group1"
"6154","LOC4337564","cluster4","Group1"
"6155","LOC4348743","cluster4","Group1"
"6156","LOC9272521","cluster4","Group1"
"6157","LOC4335430","cluster4","Group1"
"6158","LOC4324599","cluster4","Group1"
"6159","LOC4334644","cluster4","Group1"
"6160","LOC4340639","cluster4","Group1"
"6161","LOC4334617","cluster4","Group1"
"6162","LOC107277720","cluster4","Group1"
"6163","LOC4324705","cluster4","Group1"
"6164","LOC4337318","cluster4","Group1"
"6165","LOC4335314","cluster4","Group1"
"6166","LOC4337689","cluster4","Group1"
"6167","LOC4349271","cluster4","Group1"
"6168","LOC4347321","cluster4","Group1"
"6169","LOC4336049","cluster4","Group1"
"6170","LOC4338768","cluster4","Group1"
"6171","LOC107275769","cluster4","Group1"
"6172","LOC4329734","cluster4","Group1"
"6173","LOC4325456","cluster4","Group1"
"6174","LOC4333575","cluster4","Group1"
"6175","LOC4340698","cluster4","Group1"
"6176","LOC4350572","cluster4","Group1"
"6177","LOC4327757","cluster4","Group1"
"6178","LOC4324548","cluster4","Group1"
"6179","LOC4339232","cluster4","Group1"
"6180","LOC4346187","cluster4","Group1"
"6181","LOC4334163","cluster4","Group1"
"6182","LOC9270624","cluster4","Group1"
"6183","LOC4346580","cluster4","Group1"
"6184","LOC4327957","cluster4","Group1"
"6185","LOC4347585","cluster4","Group1"
"6186","LOC107277956","cluster4","Group1"
"6187","LOC4323864","cluster4","Group1"
"6188","LOC9266154","cluster4","Group1"
"6189","LOC4330773","cluster4","Group1"
"6190","LOC9270894","cluster4","Group1"
"6191","LOC4325668","cluster4","Group1"
"6192","LOC4325844","cluster4","Group1"
"6193","LOC4349715","cluster4","Group1"
"6194","LOC107280682","cluster4","Group1"
"6195","LOC4351369","cluster4","Group1"
"6196","LOC4327747","cluster4","Group1"
"6197","LOC4346970","cluster4","Group1"
"6198","LOC4325750","cluster4","Group1"
"6199","LOC4333967","cluster4","Group1"
"6200","LOC107275890","cluster4","Group1"
"6201","LOC4329677","cluster4","Group1"
"6202","LOC112936830","cluster4","Group1"
"6203","LOC4340403","cluster4","Group1"
"6204","LOC107278735","cluster4","Group1"
"6205","LOC4343580","cluster4","Group1"
"6206","LOC107281677","cluster4","Group1"
"6207","LOC4329351","cluster4","Group1"
"6208","LOC4327123","cluster4","Group1"
"6209","LOC107277470","cluster4","Group1"
"6210","LOC4346270","cluster4","Group1"
"6211","LOC107279053","cluster4","Group1"
