"","GeneID","Cluster","ComparisonGroup"
"1768","LOC4347335","cluster2","Group1"
"1769","LOC107275384","cluster2","Group1"
"1770","LOC4344615","cluster2","Group1"
"1771","LOC4338211","cluster2","Group1"
"1772","LOC4329726","cluster2","Group1"
"1773","LOC9271680","cluster2","Group1"
"1774","LOC4335048","cluster2","Group1"
"1775","LOC4333289","cluster2","Group1"
"1776","LOC4348633","cluster2","Group1"
"1777","LOC4352123","cluster2","Group1"
"1778","LOC4332095","cluster2","Group1"
"1779","LOC4345292","cluster2","Group1"
"1780","LOC4350584","cluster2","Group1"
"1781","LOC4345477","cluster2","Group1"
"1782","LOC4324844","cluster2","Group1"
"1783","LOC9267539","cluster2","Group1"
"1784","LOC4344837","cluster2","Group1"
"1785","LOC107277295","cluster2","Group1"
"1786","LOC4326092","cluster2","Group1"
"1787","LOC4346725","cluster2","Group1"
"1788","LOC4351197","cluster2","Group1"
"1789","LOC4337232","cluster2","Group1"
"1790","LOC4341343","cluster2","Group1"
"1791","LOC4347784","cluster2","Group1"
"1792","LOC4343313","cluster2","Group1"
"1793","LOC4350585","cluster2","Group1"
"1794","LOC107276333","cluster2","Group1"
"1795","LOC4327968","cluster2","Group1"
"1796","LOC4326518","cluster2","Group1"
"1797","LOC4330320","cluster2","Group1"
"1798","LOC4344198","cluster2","Group1"
"1799","LOC4325861","cluster2","Group1"
"1800","LOC4325228","cluster2","Group1"
"1801","LOC4325422","cluster2","Group1"
"1802","LOC107278203","cluster2","Group1"
"1803","LOC4337636","cluster2","Group1"
"1804","LOC4332422","cluster2","Group1"
"1805","LOC4337818","cluster2","Group1"
"1806","LOC4347856","cluster2","Group1"
"1807","LOC4348471","cluster2","Group1"
"1808","LOC4337919","cluster2","Group1"
"1809","LOC107276402","cluster2","Group1"
"1810","LOC4326054","cluster2","Group1"
"1811","LOC4330027","cluster2","Group1"
"1812","LOC9268985","cluster2","Group1"
"1813","LOC4342614","cluster2","Group1"
"1814","LOC4323929","cluster2","Group1"
"1815","LOC4329721","cluster2","Group1"
"1816","LOC4330933","cluster2","Group1"
"1817","LOC4349365","cluster2","Group1"
"1818","LOC4334003","cluster2","Group1"
"1819","LOC4331779","cluster2","Group1"
"1820","LOC9272516","cluster2","Group1"
"1821","LOC4351119","cluster2","Group1"
"1822","LOC4325061","cluster2","Group1"
"1823","LOC4331881","cluster2","Group1"
"1824","LOC4343084","cluster2","Group1"
"1825","LOC107278669","cluster2","Group1"
"1826","LOC4343484","cluster2","Group1"
"1827","LOC4352248","cluster2","Group1"
"1828","LOC4351721","cluster2","Group1"
"1829","LOC4326153","cluster2","Group1"
"1830","LOC4348767","cluster2","Group1"
"1831","LOC4324605","cluster2","Group1"
"1832","LOC4326646","cluster2","Group1"
"1833","LOC4336862","cluster2","Group1"
"1834","LOC4345363","cluster2","Group1"
"1835","LOC4343282","cluster2","Group1"
"1836","LOC4350820","cluster2","Group1"
"1837","LOC4351190","cluster2","Group1"
"1838","LOC9270164","cluster2","Group1"
"1839","LOC4333070","cluster2","Group1"
"1840","LOC4326730","cluster2","Group1"
"1841","LOC4349468","cluster2","Group1"
"1842","LOC4325571","cluster2","Group1"
"1843","LOC4331843","cluster2","Group1"
"1844","LOC4327581","cluster2","Group1"
"1845","LOC4348774","cluster2","Group1"
"1846","LOC4338597","cluster2","Group1"
"1847","LOC4329252","cluster2","Group1"
"1848","LOC4350836","cluster2","Group1"
"1849","LOC4337310","cluster2","Group1"
"1850","LOC4352488","cluster2","Group1"
"1851","LOC4331487","cluster2","Group1"
"1852","LOC4331781","cluster2","Group1"
"1853","LOC4325960","cluster2","Group1"
"1854","LOC4336456","cluster2","Group1"
"1855","LOC9268428","cluster2","Group1"
"1856","LOC4329745","cluster2","Group1"
"1857","LOC4324929","cluster2","Group1"
"1858","LOC112938695","cluster2","Group1"
"1859","LOC4351321","cluster2","Group1"
"1860","LOC4349235","cluster2","Group1"
"1861","LOC4349369","cluster2","Group1"
"1862","LOC4333767","cluster2","Group1"
"1863","LOC4341584","cluster2","Group1"
"1864","LOC4335093","cluster2","Group1"
"1865","LOC4332533","cluster2","Group1"
"1866","LOC4340026","cluster2","Group1"
"1867","LOC4337878","cluster2","Group1"
"1868","LOC4326381","cluster2","Group1"
"1869","LOC4328598","cluster2","Group1"
"1870","LOC4330539","cluster2","Group1"
"1871","LOC4343839","cluster2","Group1"
"1872","LOC9269827","cluster2","Group1"
"1873","LOC107276843","cluster2","Group1"
"1874","LOC4340411","cluster2","Group1"
"1875","LOC107279966","cluster2","Group1"
"1876","LOC4346993","cluster2","Group1"
"1877","LOC4352487","cluster2","Group1"
"1878","LOC4340617","cluster2","Group1"
"1879","LOC4350823","cluster2","Group1"
"1880","LOC9268614","cluster2","Group1"
"1881","LOC4326303","cluster2","Group1"
"1882","LOC4332425","cluster2","Group1"
"1883","LOC4338740","cluster2","Group1"
"1884","LOC107281979","cluster2","Group1"
"1885","LOC107280826","cluster2","Group1"
"1886","LOC9270824","cluster2","Group1"
"1887","LOC4340084","cluster2","Group1"
"1888","LOC4324213","cluster2","Group1"
"1889","LOC9267997","cluster2","Group1"
"1890","LOC9269736","cluster2","Group1"
"1891","LOC9271548","cluster2","Group1"
"1892","LOC4348591","cluster2","Group1"
"1893","LOC4352754","cluster2","Group1"
"1894","LOC4339600","cluster2","Group1"
"1895","LOC4342289","cluster2","Group1"
"1896","LOC107276164","cluster2","Group1"
"1897","LOC4339260","cluster2","Group1"
"1898","LOC9268895","cluster2","Group1"
"1899","LOC112939718","cluster2","Group1"
"1900","LOC4332400","cluster2","Group1"
"1901","LOC9266741","cluster2","Group1"
"1902","LOC4344616","cluster2","Group1"
"1903","LOC4351960","cluster2","Group1"
"1904","LOC4347337","cluster2","Group1"
"1905","LOC4326220","cluster2","Group1"
"1906","LOC4342895","cluster2","Group1"
"1907","LOC112939033","cluster2","Group1"
"1908","LOC112936108","cluster2","Group1"
"1909","LOC9268724","cluster2","Group1"
"1910","LOC9268844","cluster2","Group1"
"1911","LOC107275382","cluster2","Group1"
"1912","LOC4338750","cluster2","Group1"
"1913","LOC9271087","cluster2","Group1"
"1914","LOC4347426","cluster2","Group1"
"1915","LOC4343501","cluster2","Group1"
"1916","LOC107276047","cluster2","Group1"
"1917","LOC4350062","cluster2","Group1"
"1918","LOC4348157","cluster2","Group1"
"1919","LOC9271462","cluster2","Group1"
"1920","LOC4347346","cluster2","Group1"
"1921","LOC4334976","cluster2","Group1"
"1922","LOC4349363","cluster2","Group1"
"1923","LOC4339387","cluster2","Group1"
"1924","LOC4332499","cluster2","Group1"
"1925","LOC4333649","cluster2","Group1"
"1926","LOC4340085","cluster2","Group1"
"1927","LOC4339450","cluster2","Group1"
"1928","LOC9270348","cluster2","Group1"
"1929","LOC107278954","cluster2","Group1"
"1930","LOC4334567","cluster2","Group1"
"1931","LOC112935999","cluster2","Group1"
"1932","LOC4346220","cluster2","Group1"
"1933","LOC4351198","cluster2","Group1"
"1934","LOC9269825","cluster2","Group1"
"1935","LOC4341294","cluster2","Group1"
"1936","LOC107279871","cluster2","Group1"
"1937","LOC112936566","cluster2","Group1"
"1938","LOC4327205","cluster2","Group1"
"1939","LOC9272164","cluster2","Group1"
"1940","LOC4330695","cluster2","Group1"
"1941","LOC4341803","cluster2","Group1"
"1942","LOC4342493","cluster2","Group1"
"1943","LOC4333858","cluster2","Group1"
"1944","LOC4325617","cluster2","Group1"
"1945","LOC112936011","cluster2","Group1"
"1946","LOC4333872","cluster2","Group1"
"1947","LOC9268005","cluster2","Group1"
"1948","LOC4341606","cluster2","Group1"
"1949","LOC4324132","cluster2","Group1"
"1950","LOC4330003","cluster2","Group1"
"1951","LOC4324836","cluster2","Group1"
"1952","LOC4348777","cluster2","Group1"
"1953","LOC4339654","cluster2","Group1"
"1954","LOC4325577","cluster2","Group1"
"1955","LOC4346341","cluster2","Group1"
"1956","LOC4337600","cluster2","Group1"
"1957","LOC4330340","cluster2","Group1"
"1958","LOC4326731","cluster2","Group1"
"1959","LOC4327282","cluster2","Group1"
"1960","LOC4325291","cluster2","Group1"
"1961","LOC4332204","cluster2","Group1"
"1962","LOC107275997","cluster2","Group1"
"1963","LOC4324791","cluster2","Group1"
"1964","LOC4343318","cluster2","Group1"
"1965","LOC4330793","cluster2","Group1"
"1966","LOC4347744","cluster2","Group1"
"1967","LOC4341702","cluster2","Group1"
"1968","LOC4324081","cluster2","Group1"
"1969","LOC4336548","cluster2","Group1"
"1970","LOC4328141","cluster2","Group1"
"1971","LOC4326530","cluster2","Group1"
"1972","LOC4347898","cluster2","Group1"
"1973","LOC4347266","cluster2","Group1"
"1974","LOC4324197","cluster2","Group1"
"1975","LOC4344625","cluster2","Group1"
"1976","LOC4332705","cluster2","Group1"
"1977","LOC4334004","cluster2","Group1"
"1978","LOC4335436","cluster2","Group1"
"1979","LOC4327933","cluster2","Group1"
"1980","LOC4352160","cluster2","Group1"
"1981","LOC4324697","cluster2","Group1"
"1982","LOC4324919","cluster2","Group1"
"1983","LOC4351186","cluster2","Group1"
"1984","LOC4328573","cluster2","Group1"
"1985","LOC4336402","cluster2","Group1"
"1986","LOC4329329","cluster2","Group1"
"1987","LOC4326679","cluster2","Group1"
"1988","LOC107276196","cluster2","Group1"
"1989","LOC4339068","cluster2","Group1"
"1990","LOC4325834","cluster2","Group1"
"1991","LOC4346119","cluster2","Group1"
"1992","LOC107281467","cluster2","Group1"
"1993","LOC4340484","cluster2","Group1"
"1994","LOC4336267","cluster2","Group1"
"1995","LOC9266772","cluster2","Group1"
"1996","LOC4329642","cluster2","Group1"
"1997","LOC4351539","cluster2","Group1"
"1998","LOC4336691","cluster2","Group1"
"1999","LOC9272185","cluster2","Group1"
"2000","LOC9269167","cluster2","Group1"
"2001","LOC4347998","cluster2","Group1"
"2002","LOC4351606","cluster2","Group1"
"2003","LOC107277069","cluster2","Group1"
"2004","LOC4329324","cluster2","Group1"
"2005","LOC4332595","cluster2","Group1"
"2006","LOC107275782","cluster2","Group1"
"2007","LOC4342313","cluster2","Group1"
"2008","LOC4344266","cluster2","Group1"
"2009","LOC112938208","cluster2","Group1"
"2010","LOC107277787","cluster2","Group1"
"2011","LOC107278747","cluster2","Group1"
"2012","LOC4347619","cluster2","Group1"
"2013","LOC4336806","cluster2","Group1"
"2014","LOC112937611","cluster2","Group1"
"2015","LOC4330085","cluster2","Group1"
"2016","LOC9271885","cluster2","Group1"
"2017","LOC4339501","cluster2","Group1"
"2018","LOC4334081","cluster2","Group1"
"2019","LOC107276687","cluster2","Group1"
"2020","LOC4335018","cluster2","Group1"
"2021","LOC107275489","cluster2","Group1"
"2022","LOC9267541","cluster2","Group1"
"2023","LOC4345564","cluster2","Group1"
"2024","LOC4336721","cluster2","Group1"
"2025","LOC112938585","cluster2","Group1"
"2026","LOC4343554","cluster2","Group1"
"2027","LOC4347410","cluster2","Group1"
"2028","LOC112936165","cluster2","Group1"
"2029","LOC9266343","cluster2","Group1"
"2030","LOC107276589","cluster2","Group1"
"2031","LOC4342896","cluster2","Group1"
"2032","LOC107281518","cluster2","Group1"
"2033","LOC107281202","cluster2","Group1"
"2034","LOC107281804","cluster2","Group1"
"2035","LOC4342444","cluster2","Group1"
"2036","LOC4352920","cluster2","Group1"
"2037","LOC4343482","cluster2","Group1"
"2038","LOC4345831","cluster2","Group1"
"2039","LOC4348237","cluster2","Group1"
"2040","LOC4327516","cluster2","Group1"
"2041","LOC4336357","cluster2","Group1"
"2042","LOC9268868","cluster2","Group1"
"2043","LOC4338206","cluster2","Group1"
"2044","LOC4344618","cluster2","Group1"
"2045","LOC107277534","cluster2","Group1"
"2046","LOC4338718","cluster2","Group1"
"2047","LOC4351195","cluster2","Group1"
"2048","LOC4334085","cluster2","Group1"
"2049","LOC4336039","cluster2","Group1"
"2050","LOC4340656","cluster2","Group1"
"2051","LOC9267894","cluster2","Group1"
"2052","LOC4347942","cluster2","Group1"
"2053","LOC4346436","cluster2","Group1"
"2054","LOC4344046","cluster2","Group1"
"2055","LOC4348972","cluster2","Group1"
"2056","LOC4349789","cluster2","Group1"
"2057","LOC4343314","cluster2","Group1"
"2058","LOC4346808","cluster2","Group1"
"2059","LOC4344119","cluster2","Group1"
"2060","LOC4331336","cluster2","Group1"
"2061","LOC107276266","cluster2","Group1"
"2062","LOC107278613","cluster2","Group1"
"2063","LOC4344372","cluster2","Group1"
"2064","LOC4324556","cluster2","Group1"
"2065","LOC107277625","cluster2","Group1"
"2066","LOC107277309","cluster2","Group1"
"2067","LOC4338619","cluster2","Group1"
"2068","LOC9268007","cluster2","Group1"
"2069","LOC4347699","cluster2","Group1"
"2070","LOC4345314","cluster2","Group1"
"2071","LOC4337218","cluster2","Group1"
"2072","LOC107276789","cluster2","Group1"
"2073","LOC4352852","cluster2","Group1"
"2074","LOC4340464","cluster2","Group1"
"2075","LOC112937983","cluster2","Group1"
"2076","LOC9270140","cluster2","Group1"
"2077","LOC4337259","cluster2","Group1"
"2078","LOC4345668","cluster2","Group1"
"2079","LOC4336552","cluster2","Group1"
"2080","LOC4324540","cluster2","Group1"
"2081","LOC4347712","cluster2","Group1"
"2082","LOC4324978","cluster2","Group1"
"2083","LOC107277296","cluster2","Group1"
"2084","LOC4351703","cluster2","Group1"
"2085","LOC4335878","cluster2","Group1"
"2086","LOC4336268","cluster2","Group1"
"2087","LOC4334926","cluster2","Group1"
"2088","LOC4335823","cluster2","Group1"
"2089","LOC4352128","cluster2","Group1"
"2090","LOC112938690","cluster2","Group1"
"2091","LOC4335075","cluster2","Group1"
"2092","LOC4329437","cluster2","Group1"
"2093","LOC4341206","cluster2","Group1"
"2094","LOC4330680","cluster2","Group1"
"2095","LOC4331105","cluster2","Group1"
"2096","LOC4344268","cluster2","Group1"
"2097","LOC4331115","cluster2","Group1"
"2098","LOC4325989","cluster2","Group1"
"2099","LOC4342507","cluster2","Group1"
"2100","LOC4343380","cluster2","Group1"
"2101","LOC4341689","cluster2","Group1"
"2102","LOC4335533","cluster2","Group1"
"2103","LOC4343997","cluster2","Group1"
"2104","LOC4339047","cluster2","Group1"
"2105","LOC4337404","cluster2","Group1"
"2106","LOC4327547","cluster2","Group1"
"2107","LOC4349350","cluster2","Group1"
"2108","LOC4328495","cluster2","Group1"
"2109","LOC4331887","cluster2","Group1"
"2110","LOC4344302","cluster2","Group1"
"2111","LOC4329784","cluster2","Group1"
"2112","LOC4325408","cluster2","Group1"
"2113","LOC107275694","cluster2","Group1"
"2114","LOC4348661","cluster2","Group1"
"2115","LOC4341654","cluster2","Group1"
"2116","LOC4344197","cluster2","Group1"
"2117","LOC9271591","cluster2","Group1"
"2118","LOC107276923","cluster2","Group1"
"2119","LOC9267619","cluster2","Group1"
"2120","LOC4344015","cluster2","Group1"
"2121","LOC9271655","cluster2","Group1"
"2122","LOC4334487","cluster2","Group1"
"2123","LOC4331427","cluster2","Group1"
"2124","LOC4332433","cluster2","Group1"
"2125","LOC107278035","cluster2","Group1"
"2126","LOC9267890","cluster2","Group1"
"2127","LOC4346978","cluster2","Group1"
"2128","LOC4341031","cluster2","Group1"
"2129","LOC107276903","cluster2","Group1"
"2130","LOC4340455","cluster2","Group1"
"2131","LOC4332395","cluster2","Group1"
"2132","LOC9267477","cluster2","Group1"
"2133","LOC9269462","cluster2","Group1"
"2134","LOC4341814","cluster2","Group1"
"2135","LOC4347102","cluster2","Group1"
"2136","LOC4349445","cluster2","Group1"
"2137","LOC4340313","cluster2","Group1"
"2138","LOC4328777","cluster2","Group1"
"2139","LOC4327092","cluster2","Group1"
"2140","LOC9269854","cluster2","Group1"
"2141","LOC107277227","cluster2","Group1"
"2142","LOC107280688","cluster2","Group1"
"2143","LOC4336031","cluster2","Group1"
"2144","LOC4324194","cluster2","Group1"
"2145","LOC4325704","cluster2","Group1"
"2146","LOC4350822","cluster2","Group1"
"2147","LOC4347268","cluster2","Group1"
"2148","LOC4332594","cluster2","Group1"
"2149","LOC4350553","cluster2","Group1"
"2150","LOC4328591","cluster2","Group1"
"2151","LOC4334181","cluster2","Group1"
"2152","LOC4343999","cluster2","Group1"
"2153","LOC4349820","cluster2","Group1"
"2154","LOC4344340","cluster2","Group1"
"2155","LOC4336795","cluster2","Group1"
"2156","LOC107278099","cluster2","Group1"
"2157","LOC4334347","cluster2","Group1"
"2158","LOC4332151","cluster2","Group1"
"2159","LOC4350455","cluster2","Group1"
"2160","LOC4334796","cluster2","Group1"
"2161","LOC4350540","cluster2","Group1"
"2162","LOC4339428","cluster2","Group1"
"2163","LOC9268956","cluster2","Group1"
"2164","LOC4348926","cluster2","Group1"
"2165","LOC4326074","cluster2","Group1"
"2166","LOC4327691","cluster2","Group1"
"2167","LOC4325572","cluster2","Group1"
"2168","LOC4326871","cluster2","Group1"
"2169","LOC107279830","cluster2","Group1"
"2170","LOC4329652","cluster2","Group1"
"2171","LOC4347195","cluster2","Group1"
"2172","LOC4346520","cluster2","Group1"
"2173","LOC4332568","cluster2","Group1"
"2174","LOC4349197","cluster2","Group1"
"2175","LOC4349246","cluster2","Group1"
"2176","LOC4336706","cluster2","Group1"
"2177","LOC4326149","cluster2","Group1"
"2178","LOC4339324","cluster2","Group1"
"2179","LOC4348347","cluster2","Group1"
"2180","LOC9270417","cluster2","Group1"
"2181","LOC107277353","cluster2","Group1"
"2182","LOC4343960","cluster2","Group1"
"2183","LOC4340122","cluster2","Group1"
"2184","LOC4330032","cluster2","Group1"
"2185","LOC4339388","cluster2","Group1"
"2186","LOC4325180","cluster2","Group1"
"2187","LOC4336216","cluster2","Group1"
"2188","LOC9270078","cluster2","Group1"
"2189","LOC4344244","cluster2","Group1"
"2190","LOC4352829","cluster2","Group1"
"2191","LOC4335054","cluster2","Group1"
"2192","LOC4327052","cluster2","Group1"
"2193","LOC4329892","cluster2","Group1"
"2194","LOC4349198","cluster2","Group1"
"2195","LOC4350217","cluster2","Group1"
"2196","LOC107277163","cluster2","Group1"
"2197","LOC4345187","cluster2","Group1"
"2198","LOC4326411","cluster2","Group1"
"2199","LOC4334127","cluster2","Group1"
"2200","LOC4341030","cluster2","Group1"
"2201","LOC107277165","cluster2","Group1"
"2202","LOC4351209","cluster2","Group1"
"2203","LOC4341858","cluster2","Group1"
"2204","LOC4325095","cluster2","Group1"
"2205","LOC4326020","cluster2","Group1"
"2206","LOC4349723","cluster2","Group1"
"2207","LOC4348945","cluster2","Group1"
"2208","LOC4346877","cluster2","Group1"
"2209","LOC4347444","cluster2","Group1"
"2210","LOC4330750","cluster2","Group1"
"2211","LOC4346788","cluster2","Group1"
"2212","LOC4341208","cluster2","Group1"
"2213","LOC4348764","cluster2","Group1"
"2214","LOC107278038","cluster2","Group1"
"2215","LOC4339348","cluster2","Group1"
"2216","LOC4344679","cluster2","Group1"
"2217","LOC4326749","cluster2","Group1"
"2218","LOC4341420","cluster2","Group1"
"2219","LOC4331734","cluster2","Group1"
"2220","LOC4327827","cluster2","Group1"
"2221","LOC4335065","cluster2","Group1"
"2222","LOC4348166","cluster2","Group1"
"2223","LOC4351568","cluster2","Group1"
"2224","LOC9272517","cluster2","Group1"
"2225","LOC4334402","cluster2","Group1"
"2226","LOC4328553","cluster2","Group1"
"2227","LOC4341554","cluster2","Group1"
"2228","LOC4327744","cluster2","Group1"
"2229","LOC4326814","cluster2","Group1"
"2230","LOC4352198","cluster2","Group1"
"2231","LOC112939553","cluster2","Group1"
"2232","LOC4335745","cluster2","Group1"
"2233","LOC4337554","cluster2","Group1"
"2234","LOC4337521","cluster2","Group1"
"2235","LOC4344485","cluster2","Group1"
"2236","LOC4327196","cluster2","Group1"
"2237","LOC4337140","cluster2","Group1"
"2238","LOC9272700","cluster2","Group1"
"2239","LOC4338442","cluster2","Group1"
"2240","LOC4345952","cluster2","Group1"
"2241","LOC4329518","cluster2","Group1"
"2242","LOC9269067","cluster2","Group1"
"2243","LOC4340724","cluster2","Group1"
"2244","LOC9266813","cluster2","Group1"
"2245","LOC4325109","cluster2","Group1"
"2246","LOC4331075","cluster2","Group1"
"2247","LOC4331490","cluster2","Group1"
"2248","LOC4324144","cluster2","Group1"
"2249","LOC4325649","cluster2","Group1"
"2250","LOC4336515","cluster2","Group1"
"2251","LOC4351493","cluster2","Group1"
"2252","LOC9267678","cluster2","Group1"
"2253","LOC4345465","cluster2","Group1"
"2254","LOC4339248","cluster2","Group1"
"2255","LOC4340187","cluster2","Group1"
"2256","LOC9266348","cluster2","Group1"
"2257","LOC4338737","cluster2","Group1"
"2258","LOC4332657","cluster2","Group1"
"2259","LOC4340203","cluster2","Group1"
"2260","LOC4324730","cluster2","Group1"
"2261","LOC4352225","cluster2","Group1"
"2262","LOC4347964","cluster2","Group1"
"2263","LOC4347973","cluster2","Group1"
"2264","LOC4342858","cluster2","Group1"
"2265","LOC9266515","cluster2","Group1"
"2266","LOC4341287","cluster2","Group1"
"2267","LOC4342824","cluster2","Group1"
"2268","LOC4330656","cluster2","Group1"
"2269","LOC112938730","cluster2","Group1"
"2270","LOC4349727","cluster2","Group1"
"2271","LOC107281272","cluster2","Group1"
"2272","LOC9269185","cluster2","Group1"
"2273","LOC9272245","cluster2","Group1"
"2274","LOC9272276","cluster2","Group1"
"2275","LOC112937470","cluster2","Group1"
"2276","LOC4347077","cluster2","Group1"
"2277","LOC9267920","cluster2","Group1"
"2278","LOC4342773","cluster2","Group1"
"2279","LOC107277881","cluster2","Group1"
"2280","LOC9266156","cluster2","Group1"
"2281","LOC4349945","cluster2","Group1"
"2282","LOC4342335","cluster2","Group1"
"2283","LOC4348714","cluster2","Group1"
"2284","LOC4345354","cluster2","Group1"
"2285","LOC4348782","cluster2","Group1"
"2286","LOC4339144","cluster2","Group1"
"2287","LOC9272704","cluster2","Group1"
"2288","LOC107277901","cluster2","Group1"
"2289","LOC112939564","cluster2","Group1"
"2290","LOC112938775","cluster2","Group1"
"2291","LOC9272257","cluster2","Group1"
"2292","LOC4325722","cluster2","Group1"
"2293","LOC107280574","cluster2","Group1"
"2294","LOC107276475","cluster2","Group1"
"2295","LOC112936834","cluster2","Group1"
"2296","LOC9267256","cluster2","Group1"
"2297","LOC4351133","cluster2","Group1"
"2298","LOC107278507","cluster2","Group1"
"2299","LOC4341926","cluster2","Group1"
"2300","LOC107280791","cluster2","Group1"
"2301","LOC4326533","cluster2","Group1"
"2302","LOC4341999","cluster2","Group1"
"2303","LOC9269845","cluster2","Group1"
"2304","LOC112937474","cluster2","Group1"
"2305","LOC4341793","cluster2","Group1"
"2306","LOC107276946","cluster2","Group1"
"2307","LOC107275429","cluster2","Group1"
"2308","LOC4341546","cluster2","Group1"
"2309","LOC4326138","cluster2","Group1"
"2310","LOC107281646","cluster2","Group1"
"2311","LOC9268531","cluster2","Group1"
"2312","LOC112936814","cluster2","Group1"
"2313","LOC107279516","cluster2","Group1"
"2314","LOC4327340","cluster2","Group1"
"2315","LOC112936067","cluster2","Group1"
"2316","LOC4344619","cluster2","Group1"
"2317","LOC9268131","cluster2","Group1"
"2318","LOC4350636","cluster2","Group1"
"2319","LOC4338749","cluster2","Group1"
"2320","LOC4351187","cluster2","Group1"
"2321","LOC112939453","cluster2","Group1"
"2322","LOC4349649","cluster2","Group1"
"2323","LOC107275280","cluster2","Group1"
"2324","LOC9269201","cluster2","Group1"
"2325","LOC4341082","cluster2","Group1"
"2326","LOC4326923","cluster2","Group1"
"2327","LOC112937592","cluster2","Group1"
"2328","LOC9267529","cluster2","Group1"
"2329","LOC4327777","cluster2","Group1"
"2330","LOC4326194","cluster2","Group1"
"2331","LOC4343053","cluster2","Group1"
"2332","LOC4341019","cluster2","Group1"
"2333","LOC4338255","cluster2","Group1"
"2334","LOC112939269","cluster2","Group1"
"2335","LOC9268443","cluster2","Group1"
"2336","LOC107279913","cluster2","Group1"
"2337","LOC4330142","cluster2","Group1"
"2338","LOC107276806","cluster2","Group1"
"2339","LOC4342077","cluster2","Group1"
"2340","LOC9266605","cluster2","Group1"
"2341","LOC4342575","cluster2","Group1"
"2342","LOC4325237","cluster2","Group1"
"2343","LOC4324288","cluster2","Group1"
"2344","LOC4348095","cluster2","Group1"
"2345","LOC107281803","cluster2","Group1"
"2346","LOC112938765","cluster1","Group1"
"2347","LOC107279587","cluster1","Group1"
"2348","LOC4327920","cluster1","Group1"
"2349","LOC107275637","cluster1","Group1"
"2350","LOC107277416","cluster1","Group1"
"2351","LOC107276001","cluster1","Group1"
"2352","LOC4334362","cluster1","Group1"
"2353","LOC4351913","cluster1","Group1"
"2354","LOC4324833","cluster1","Group1"
"2355","LOC107277445","cluster1","Group1"
"2356","LOC4325143","cluster1","Group1"
"2357","LOC4330378","cluster1","Group1"
"2358","LOC107277285","cluster1","Group1"
"2359","LOC4344999","cluster1","Group1"
"2360","LOC9269043","cluster1","Group1"
"2361","LOC4344105","cluster1","Group1"
"2362","LOC4335944","cluster1","Group1"
"2363","LOC4352552","cluster1","Group1"
"2364","LOC4343680","cluster1","Group1"
"2365","LOC4334798","cluster1","Group1"
"2366","LOC4340010","cluster1","Group1"
"2367","LOC4327705","cluster1","Group1"
"2368","LOC4334993","cluster1","Group1"
"2369","LOC9267195","cluster1","Group1"
"2370","LOC107276155","cluster1","Group1"
"2371","LOC4346253","cluster1","Group1"
"2372","LOC4334379","cluster1","Group1"
"2373","LOC4326549","cluster1","Group1"
"2374","LOC9269025","cluster1","Group1"
"2375","LOC4332503","cluster1","Group1"
"2376","LOC4328373","cluster1","Group1"
"2377","LOC4351508","cluster1","Group1"
"2378","LOC107277107","cluster1","Group1"
"2379","LOC4340343","cluster1","Group1"
"2380","LOC4330851","cluster1","Group1"
"2381","LOC4336963","cluster1","Group1"
"2382","LOC4324293","cluster1","Group1"
"2383","LOC4347194","cluster1","Group1"
"2384","LOC4336598","cluster1","Group1"
"2385","LOC107275474","cluster1","Group1"
"2386","LOC4329019","cluster1","Group1"
"2387","LOC4348379","cluster1","Group1"
"2388","LOC4330222","cluster1","Group1"
"2389","LOC4327536","cluster1","Group1"
"2390","LOC4325529","cluster1","Group1"
"2391","LOC4343454","cluster1","Group1"
"2392","LOC4348614","cluster1","Group1"
"2393","LOC107277487","cluster1","Group1"
"2394","LOC4330234","cluster1","Group1"
"2395","LOC112939716","cluster1","Group1"
"2396","LOC4348124","cluster1","Group1"
"2397","LOC9271284","cluster1","Group1"
"2398","LOC4329398","cluster1","Group1"
"2399","LOC112937999","cluster1","Group1"
"2400","LOC107280500","cluster1","Group1"
"2401","LOC4330974","cluster1","Group1"
"2402","LOC4342287","cluster1","Group1"
"2403","LOC107277921","cluster1","Group1"
"2404","LOC4332911","cluster1","Group1"
"2405","LOC107277690","cluster1","Group1"
"2406","LOC4335509","cluster1","Group1"
"2407","LOC4344555","cluster1","Group1"
"2408","LOC4345102","cluster1","Group1"
"2409","LOC4348053","cluster1","Group1"
"2410","LOC4326148","cluster1","Group1"
"2411","LOC4341937","cluster1","Group1"
"2412","LOC9272074","cluster1","Group1"
"2413","LOC4344560","cluster1","Group1"
"2414","LOC9270282","cluster1","Group1"
"2415","LOC107276607","cluster1","Group1"
"2416","LOC112936973","cluster1","Group1"
"2417","LOC4324013","cluster1","Group1"
"2418","LOC4349542","cluster1","Group1"
"2419","LOC4344825","cluster1","Group1"
"2420","LOC4324925","cluster1","Group1"
"2421","LOC9272267","cluster1","Group1"
"2422","LOC112937996","cluster1","Group1"
"2423","LOC4348315","cluster1","Group1"
"2424","LOC4331934","cluster1","Group1"
"2425","LOC4327841","cluster1","Group1"
"2426","LOC4328169","cluster1","Group1"
"2427","LOC4344557","cluster1","Group1"
"2428","LOC9266250","cluster1","Group1"
"2429","LOC4335113","cluster1","Group1"
"2430","LOC9267140","cluster1","Group1"
"2431","LOC9268156","cluster1","Group1"
"2432","LOC107282032","cluster1","Group1"
