"","Input_1_cpmZscore","Input_2_cpmZscore","Input_3_cpmZscore","HK_Input_1_cpmZscore","HK_Input_2_cpmZscore","HK_Input_3_cpmZscore","HK_Ecoil_1_cpmZscore","HK_Ecoil_2_cpmZscore","HK_Ecoil_3_cpmZscore","HK_water_1_cpmZscore","HK_water_2_cpmZscore","HK_water_3_cpmZscore"
"LOC107275818",1.3768484089591,2.11201415719117,1.39330345431268,-0.505777003868827,-0.447703826725009,-0.442202556170869,-0.523247226001557,-0.588403460516973,-0.654502801871415,-0.478825633335271,-0.587000710101605,-0.654502801871415
"LOC107275819",-0.786792322438054,-0.0883027190177358,-0.0375096944741289,1.94127566663702,1.47349338482027,1.28424583069577,-0.854250429420847,-0.912227791680737,-0.843855828906153,-0.334533804414348,-0.566933026261589,-0.274609265539469
"LOC107275828",-1.5732823477832,-1.59301785102256,-1.48714736841294,0.493113018789277,0.0492623405611171,-0.0919769968917458,0.496158499504855,1.0513732322737,0.925882806963686,0.656346540620677,0.927693999278273,0.145594126118848
"LOC107275835",1.69386495043044,1.80920019823058,1.25766712571267,-0.0533249457631533,-0.542134201934878,-0.139390913901865,-0.900532282567433,-0.764157548318676,-0.80201416458187,-0.696700574701307,-0.610486276133262,-0.251991366471252
"LOC107275836",-1.26226028005447,-1.31396262916435,-1.157794827979,0.67308928977916,-0.174379329411958,-0.606217493423769,0.3481856422086,-0.578616855632663,0.693161928860867,1.77109665127986,1.05196339069546,0.555734512842262
"LOC107275837",1.3051311065651,1.90439179362014,1.51096231223469,-0.367404968228871,0.229551631366318,-0.533905644761198,-0.91184321401983,-0.551227790100558,-0.453756206935625,-0.554609206829729,-0.685049022600778,-0.892240790309662
"LOC107275842",-0.561407687456737,-0.851297890299009,-1.07151113907844,-0.539311694368454,-1.07151113907844,-0.73386943156914,0.64808455030962,0.663038237948459,-0.552983235976467,1.23350973554894,1.66604480196734,1.17121489205233
"LOC107275844",-0.394680832939707,-0.0811533193069668,-0.458213435224487,1.65504381325718,1.58357351569355,1.4832942741694,-0.791895136713112,-0.596592212147639,-0.675197623650045,0.0776937036873153,-1.13792118713296,-0.663951559692523
"LOC107275846",0.000371260347056998,-1.44120775695452,-1.73853174506487,1.9134983274351,0.666110451707866,-0.30368271031249,-0.452631963505264,0.458758993754649,-0.550104301495293,0.895605422100906,0.151978437695675,0.399835584291187
"LOC107275848",1.34886170935651,2.23771302135422,1.17460356975155,-0.731078843552139,-0.778606546412967,-0.743371386952976,-0.358468425340095,-0.258935917478718,-0.436433449901988,-0.406980418791084,-0.531921359077368,-0.515381952954952
"LOC107275849",1.6626079567917,1.40034356068022,1.88064511769225,-0.623102325505801,-0.62388542445855,-0.578051142564618,-0.559278837544716,-0.52661272358425,-0.542625238149705,-0.527926759336887,-0.491534172680716,-0.470580011338933
"LOC107275853",0.165218047763871,-0.265784386580214,0.523152580595667,1.53929558191768,1.10769605733114,1.74572922462898,-0.904833830836125,-0.980936395401976,-0.85046586006735,-0.712116171255031,-0.822646731327526,-0.544308116769115
"LOC107275871",-1.55682230517795,-1.68650397094175,-1.19022395703053,1.42111132523397,0.613664069352534,0.635848600753722,-0.209220263229254,0.150577326310451,-0.00040733860865239,0.162245090528251,0.680188252504209,0.979543170304993
"LOC107275877",1.61571276722915,1.285012786849,0.83972279515738,0.397421487798373,0.9805719401683,0.23455438347449,-0.896421730089447,-0.734779917870565,-1.08085453313966,-1.00032304442677,-0.805800430650062,-0.83481650450019
"LOC107275880",-0.342496259362132,-0.533915033912527,-0.66888749294557,1.75871786757775,2.08594536341843,0.911853185566869,-0.719168468381318,-0.717721063174623,-0.51755522388457,-0.550949288621874,-0.456976521595871,-0.248847064684567
"LOC107275881",1.49025356691787,1.72347244137167,1.53883308161068,-0.137628236270627,-0.16013408307537,0.0501682211224449,-0.74746917005519,-0.667362053353964,-0.751325342125955,-0.745309795837911,-0.796110430451477,-0.797388199852173
"LOC107275890",-1.65777298599756,-1.64411104121575,-1.60215688921216,0.400991539947514,0.965868779868062,0.6879727139177,0.468785079268725,0.489731271305517,0.477429782755672,0.609951089877756,0.274085667782153,0.529224991702365
"LOC107275892",0.17108695670464,0.166138181148976,-0.256041740990375,1.60049752719311,1.39583687464323,1.60171242319194,-0.710217610529328,-0.643882333068454,-0.595777767956841,-1.06122672257067,-0.761036383048067,-0.907089404718162
"LOC107275896",0.14773777912353,0.0179352910880015,-0.0713917731948313,1.5320517813661,1.80788613840839,1.25088810556822,-0.84838960401216,-0.986555315187372,-0.931016475983079,-0.600962920229344,-0.623095352848782,-0.695087654098675
"LOC107275898",-1.12957438502046,-1.5107503922287,-1.44307513024768,1.47889778259555,1.43977059360541,0.405235147946202,-0.304278129107445,0.302848449343197,-0.415523595823656,0.141079592562092,0.412627119588601,0.622742946786892
"LOC107275899",0.976887098559683,1.6613643832516,0.287531038368298,0.891342461221057,1.06705853427686,0.557297390873573,-0.908844599565075,-0.983960028154913,-0.817857455286864,-0.983960028154913,-0.906583441397703,-0.840275353991599
"LOC107275903",-1.17033646645396,-1.01890037590627,-1.10867823940952,-0.15234569075907,-0.0751324905944362,-0.339290487045279,1.30284587967712,1.62247978826762,1.63648661136934,-0.406445742322764,-0.187956789932018,-0.102725996890762
"LOC107275921",-1.81298249736002,-1.1027418142951,-1.62035754844577,-0.0714394176351252,0.669358164127676,-0.0412122693352751,1.25271209255656,0.381635701129702,1.0176138108435,0.22052421553162,0.603191801290195,0.503697761592037
"LOC107275925",-1.66455577146334,-1.47034517284992,-1.40210300670359,1.41497329950868,0.994608073570436,0.519117387487688,-0.254727474046273,0.483423168282719,0.162520901042157,0.346667622347463,0.344169478235083,0.526251494588906
"LOC107275928",-1.42229651138331,-1.49570267086142,-0.673025779845174,1.40439950603369,1.38417981325799,0.767429698846856,0.0166231054132912,-0.519943656653265,-0.138767319950669,1.13097517027954,-0.489389331561282,0.0355179764237641
"LOC107275930",1.47332249970809,1.39687095671396,1.55449213226768,-0.13664037452659,0.553892037402764,-0.222671823121133,-0.465539421229813,-0.848256326114214,-0.355670514867138,-0.707345518294774,-1.18894943656422,-1.05350421137461
