"","YR_1_1","YR_1_2","YR_1_3","YR_3_2","YR_3_3","YR_3_4","YR_1_4","YR_1_5","YR_1_6","YR_2_6","YR_2_7","YR_2_8","YR_1_17","YR_2_1","YR_2_2","YR_2_3","YR_2_4","YR_2_5","YR_3_8","YR_3_9","YR_3_10","YR_3_11","YR_1_10","YR_1_11","YR_1_12","YR_1_13","YR_3_12","YR_3_13","YR_3_14","YR_3_15","YR_3_16"
"Hydrogenedentes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257390064743501,0.0317082837891399,0.0198176773682124,0.0118981518204172,0.015848488450414
"Latescibacterota",0.00592686251654582,0.00395264728551948,0,0,0,0,0.0375375375375375,0.00592721381435966,0.0217541777909621,0,0,0.00197589409207666,0,0,0,0.0138309853589141,0,0.0296583359696299,0.00197636270208309,0.00988415767208319,0.00790139064475348,0,0.0158068404101875,0.00197667523225934,0.0711293764324666,0.148312207083391,1.069158730473,1.08402695204122,0.929449068569164,0.937970968509558,0.836007765759341
"LCP-89",0.00592686251654582,0.00790529457103895,0.00592932247608507,0,0,0,0.0316105579263474,0.0217331173193188,0.0118659151587066,0.00197628458498024,0.0178104963191641,0,0,0,0,0.00790342020509375,0.0494032092324717,0.0217494463777286,0.023716352424997,0,0.00790139064475348,0,0.00790342020509375,0.0138367266258154,0,0.0158199687555617,0.1385946502465,0.0792707094728498,0.0990883868410622,0.105100341080352,0.0633939538016562
"Margulisbacteria",0,0.0573133856400324,0.0217408490789786,0.0118518518518519,0,0.00395069532237674,0.0671724355934882,0.00395147587623978,0.096904973796104,0.041501976284585,0.0178104963191641,0.0316143054732266,0,0.0296477843222517,0,0.0217344055640078,0,0.0434988927554571,0.023716352424997,0.0948879136519986,0.037531605562579,0.0138323518950322,0.0118551303076406,0.0355801541806681,0.0217339761321426,0,0,0,0,0,0
"MBNT15",0.102732283620128,0.0513844147117532,0,0.0474074074074074,0.0414880376158208,0.0237041719342604,0.0810020546862652,0.0335875449480381,0.0830614061109463,0.0573122529644269,0,0.04742145820984,0.0533639022847656,0.0573190496896865,0.0435600435600436,0.0572997964869297,0,0.0632711167352104,0.0830072334874896,0.0948879136519986,0.0592604298356511,0.146227720033198,0.264764576870641,0.142320616722672,0.345767802102268,1.06784789100042,5.69426020155622,4.95045580657947,5.00198176773682,4.85246291742683,3.93240619675898
"Myxococcota",5.77671533279333,14.4172809739323,14.2936200490157,11.6483950617284,9.70424956042436,12.0693742098609,18.6383752173226,6.82222310032797,13.5310985859784,18.6936758893281,24.3588221325101,21.8988342224857,11.9614198750889,8.98327864964225,9.1990891990892,11.6358103969493,27.9661686823176,19.4598228408731,8.24143246768647,13.3396591942435,15.4926517067004,7.98126704343358,7.82043429294027,11.524016604072,15.3540662293527,15.9069785837173,3.56188251133506,4.94451050336901,4.08640507332541,4.50939953993813,4.87935338167122
"NB1-j",0,0,0,0,0,0,0.0158052789631737,0.0118544276287193,0.00593295757935331,0,0,0,0,0,0,0.00197585505127344,0,0,0.00592908810624926,0.00593049460324991,0.00197534766118837,0.00395210054143777,0.0118551303076406,0.011860051393556,0.0355646882162333,0.162154679744508,0.263329835468351,0.475624256837099,0.402298850574713,0.596890616324264,0.303102341614169
"Nitrospirota",0.381294821897781,0.45257811419198,0.511898173768677,0.276543209876543,0.329928680087718,0.229140328697851,0.274616721985143,0.559133836487928,0.887965984376545,0.610671936758893,0.374020422702446,0.810116577751433,0.314254091232508,0.393327272008539,0.136620136620137,0.0711307818458438,0.102758675203541,0.280765580512496,0.687774220324914,0.454671252915827,0.44840391908976,0.586886930403509,0.294402402639742,0.312314686696976,0.622382043784083,1.48312207083391,3.75789494525511,3.49187475227903,3.52160126833135,4.04933766954866,3.70854629739689
"Patescibacteria",0,0,0,0,0,0,0,0.00395147587623978,0,0.00592885375494071,0,0,0,0,0,0,0,0,0,0,0,0.00395210054143777,0,0.00395335046451868,0,0.0316399375111234,0.00989961787475003,0.00198176773682124,0.00594530321046373,0.0118981518204172,0
"PAUC34f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257390064743501,0.0297265160523187,0.0217994451050337,0.0297453795510431,0
"Planctomycetota",0.300294367504988,0.114626771280065,0.126492212823148,0.0355555555555556,0.31214809253808,0.126422250316056,0.102734313260629,0.0790295175247955,0.152279244536735,0.0256916996047431,0.0356209926383282,0.0375419877494566,0.262866629773105,0.136379807882358,0.0693000693000693,0.0770583469996641,0.108687060311438,0.0296583359696299,0.332028933949958,0.189775827303997,0.167904551201011,0.233173931944829,0.0395171010254688,0.0513935560387428,0.235122105429542,0.132492238327829,0.491021046587602,0.562822037257233,0.44589774078478,0.535416831918775,0.515075874638456
"RCP2-54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00197667523225934,0,0,0.0178193121745501,0.0317082837891399,0.0416171224732461,0,0
"Spirochaetota",2.55842898630895,9.15037846597759,8.73191556644794,5.85481481481481,7.96767884307644,6.27172882427307,10.911569464201,2.42225471213498,10.2739048749135,9.05731225296443,14.1573656297,13.6395969176052,7.85042295833663,6.83084950784678,4.88466488466488,5.31702594297682,6.47972492293099,12.0768744068333,7.41531285821574,9.79322342150002,9.72068584070796,6.02497727542189,4.27970204105827,6.5823285234236,5.96894017229116,5.69518875200222,1.90864632625181,1.88069758224336,1.51208878319461,2.10993892282066,1.77899282855898
"Sumerlaeota",0,0,0.00790576330144675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0079088895919013,0,0,0,0,0,0,0,0,0.01385946502465,0,0,0.0138811771238201,0
"Sva0485",0,0,0,0,0,0,0.0197565987039671,0,0.0138435676851577,0,0,0,0,0,0,0,0,0,0,0.0256988099474163,0,0.0316168043315022,0.0197585505127344,0.0415101798774461,0.0711293764324666,0.247187011805652,1.99180311639971,2.33650416171225,1.76179151803409,2.03855001189815,1.33919727405999
"TA06",0.0217318292273347,0.045455443783474,0.0415052573325955,0,0.0217318292273347,0.00790139064475348,0.0730994152046784,0.0237088552574387,0.00593295757935331,0,0,0.01185536455246,0,0,0.0217800217800218,0.0217344055640078,0,0.0968838975007909,0.0197636270208309,0,0.00395069532237674,0,0.00197585505127344,0,0,0,0.0910764844477003,0.0852160126833135,0.0277447483154974,0.0832870627429206,0.0515075874638456
"Verrucomicrobiota",0.134342217041705,0.118579418565584,0.0731283105383825,0.0849382716049383,0.276586917438805,0.0829646017699115,0.14422317053896,0.0810052554629154,0.154256897063186,0.0138339920948617,0.0712419852766564,0.169926891918593,0.00988220412680844,0.0632486065541369,0.102960102960103,0.102744462666219,0.118567702157932,0.0395444479595065,0.290525317206214,0.207567311113747,0.128397597977244,0.130419317867447,0.349726344075399,0.110693813006523,0.685608156168498,0.87603076983923,4.16377927811986,4.7760602457392,4.92271105826397,5.25501705401761,6.56721740164032
"WOR-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00592908810624926,0,0,0,0,0,0,0.00395499218889043,0,0,0.00198176773682124,0.00594907591020861,0.00396212211260351
"Zixibacteria",0,0,0,0,0,0,0.0118539592223803,0,0.0118659151587066,0,0,0,0,0,0,0.00592756515382032,0,0,0.0197636270208309,0.0158146522753331,0.0138274336283186,0.0237126032486266,0.0276619707178281,0.0276734532516308,0.0671777444084407,0.166109671933398,0.669214168333102,0.804597701149425,0.776852952833928,0.789244070754343,0.558659217877095
