"","YR_1_1","YR_1_2","YR_1_3","YR_3_2","YR_3_3","YR_3_4","YR_1_4","YR_1_5","YR_1_6","YR_2_6","YR_2_7","YR_2_8","YR_1_17","YR_2_1","YR_2_2","YR_2_3","YR_2_4","YR_2_5","YR_3_8","YR_3_9","YR_3_10","YR_3_11","YR_1_10","YR_1_11","YR_1_12","YR_1_13","YR_3_12","YR_3_13","YR_3_14","YR_3_15","YR_3_16"
"ASV_1",10377,4506,6029,3352,1515,7680,2531,4545,8797,2499,1702,2888,5982,5188,2107,5215,2192,3199,14869,14374,9484,25555,2948,1634,3968,2615,0,0,0,0,0
"ASV_2",1015,3907,4385,4837,995,4114,5306,3297,6209,3854,4161,8674,1990,2134,1117,8045,5496,3795,2922,6803,7739,2134,2570,5288,4174,4656,89,0,0,61,0
"ASV_3",2378,3291,3475,2483,1312,2905,1916,6276,7273,4620,1367,2454,2216,1851,1255,2654,1009,1568,3356,3929,4215,2349,1070,3812,2467,1123,435,613,262,393,208
"ASV_4",2275,2266,2995,5082,1231,3080,3266,3589,3066,748,1039,3022,2514,1848,1223,8981,732,1528,1081,5818,6867,4084,1046,610,3553,838,38,0,12,32,74
"ASV_5",1025,2801,2315,2401,1386,2346,2026,2350,5544,1963,1780,2309,1037,1945,1105,1811,1620,1256,2226,2080,3177,1521,472,2149,1633,959,0,0,0,0,0
"ASV_6",1326,2725,1656,1724,1256,2197,1441,2555,4679,3726,897,1914,1338,1331,650,1021,615,1025,1627,1792,2950,912,642,3494,3028,517,98,145,80,178,227
"ASV_7",2958,1590,1071,1281,819,3301,768,2923,2617,736,506,1045,2009,1930,2678,1702,519,710,12535,3176,4595,2905,111,202,1172,763,0,0,0,0,0
"ASV_8",900,1288,1008,828,811,721,323,510,3127,1087,881,481,739,1303,1163,828,525,1411,4251,4849,2653,3797,661,665,2320,1174,89,87,52,90,145
"ASV_9",3312,381,737,1061,937,899,2895,7533,0,0,308,1039,3500,2044,564,4674,809,1650,905,3803,1532,4913,209,155,1179,111,0,0,0,0,0
"ASV_10",87,791,624,709,1003,530,1793,279,2507,1433,1303,2311,569,781,784,785,471,1075,1218,1380,1234,695,582,1508,293,447,333,362,261,360,284
"ASV_11",910,776,738,655,798,671,702,1811,1967,1189,367,729,826,692,615,858,343,629,886,1131,1027,655,379,1336,769,351,0,0,0,0,0
"ASV_12",2182,216,81,725,1377,1677,605,1798,944,574,71,1379,1136,1606,1797,3446,415,1018,2020,2251,383,414,581,286,697,1422,0,0,0,0,0
"ASV_13",81,72,86,106,337,118,212,138,226,134,78,86,151,154,270,407,79,208,351,462,394,379,409,370,439,1036,12376,4623,4363,4401,1273
"ASV_14",405,600,494,910,783,896,584,475,2365,1291,525,952,987,950,759,517,774,1116,912,1813,1516,930,516,910,892,362,0,0,0,0,0
"ASV_15",2037,2570,535,3168,176,192,36,1841,2494,0,0,0,0,2045,347,290,0,0,0,0,21,1161,2354,1519,9,0,0,0,0,0,0
"ASV_16",1023,12,535,1640,464,175,71,3320,0,44,25,0,0,964,917,607,55,78,0,29,31,1361,6035,3883,31,119,0,0,0,0,0
"ASV_17",68,539,371,443,132,327,318,239,1314,568,656,1226,550,368,241,734,739,1027,861,2475,2166,1114,647,1067,1926,1411,0,0,0,0,32
"ASV_18",413,0,135,1618,152,219,11,1514,0,0,0,29,25,361,831,10622,0,37,0,0,34,65,207,1038,0,0,0,0,0,0,0
"ASV_19",295,447,342,533,1000,413,227,411,1205,862,368,765,653,392,630,274,353,658,1326,1774,1267,1116,346,416,770,325,12,31,8,40,26
"ASV_20",146,639,1155,494,982,410,930,68,2121,710,855,954,440,564,414,2880,1005,599,521,1964,901,47,317,673,64,62,31,0,0,24,0
"ASV_21",299,1725,59,982,1389,560,534,454,2145,537,0,287,273,333,650,252,346,171,162,1032,460,194,1785,642,118,77,0,0,0,0,0
"ASV_22",72,349,126,988,1343,899,520,0,1797,773,686,351,595,580,719,164,103,1175,366,754,666,1192,195,333,30,138,0,0,0,0,0
"ASV_23",264,272,384,724,550,493,651,323,1067,1169,344,522,422,693,483,415,693,806,322,1119,925,857,143,387,505,215,0,0,0,0,0
"ASV_24",331,143,113,446,464,305,97,70,366,207,117,112,179,508,584,681,502,896,367,1931,1485,827,385,61,157,247,111,205,66,121,116
"ASV_25",516,352,245,892,524,346,99,605,620,114,181,478,450,316,981,3187,198,525,91,538,422,655,637,598,180,84,0,0,0,0,0
"ASV_26",1191,40,412,1803,0,162,63,234,22,0,0,0,65,1437,983,389,20,59,0,0,73,728,1438,650,14,22,0,0,11,0,0
"ASV_27",1233,10,85,1195,0,74,66,4139,5,0,0,0,0,962,783,240,0,0,0,0,55,284,2318,1113,16,21,6,0,0,0,0
"ASV_28",178,268,209,776,81,881,3591,400,142,64,158,941,86,293,146,2576,969,759,0,128,256,0,209,108,391,65,0,0,0,0,0
"ASV_29",448,330,63,806,761,691,553,1064,245,0,68,63,100,779,767,983,121,335,60,431,207,445,2164,934,145,912,0,0,0,0,0
"ASV_30",65,461,185,1430,670,539,1525,31,872,1281,150,3186,191,964,243,46,142,387,257,150,87,0,178,480,133,77,0,0,0,0,0
"ASV_31",712,19,0,1041,1469,1608,2198,348,31,0,0,0,32,121,285,721,41,52,71,1837,71,28,22,1601,391,71,0,0,0,8,0
"ASV_32",472,207,0,0,0,189,395,1785,4142,0,0,0,0,0,71,0,0,0,0,547,2510,403,0,0,0,0,0,0,0,0,0
"ASV_33",289,197,133,548,728,285,102,110,357,291,120,179,137,407,376,498,331,711,348,1271,627,615,264,205,233,249,84,163,90,95,0
"ASV_34",86,66,43,122,165,70,70,106,197,124,47,73,94,126,186,161,59,223,175,401,209,161,148,122,180,387,3713,2760,2295,1743,1076
"ASV_35",302,286,214,715,793,264,152,223,221,233,113,202,155,364,450,742,376,460,174,974,707,663,284,425,155,354,191,218,159,262,197
"ASV_36",536,300,216,287,501,329,145,135,1017,419,263,94,307,579,627,177,361,405,751,764,676,814,120,165,257,76,45,0,0,42,0
"ASV_37",256,269,302,218,522,228,160,162,676,589,280,343,400,653,439,266,286,503,389,1027,783,992,125,111,184,108,9,21,0,27,0
"ASV_38",542,277,362,391,570,353,246,638,944,504,249,473,375,313,273,300,223,290,364,1089,622,702,95,218,186,64,62,87,0,87,0
"ASV_39",170,474,347,435,374,226,380,324,641,515,196,649,198,135,211,67,140,273,278,374,637,153,84,706,1546,152,0,0,0,0,0
"ASV_40",95,175,285,542,469,420,402,321,767,540,400,553,208,408,376,124,388,1003,243,462,564,655,91,158,279,38,341,261,193,221,183
"ASV_41",104,0,0,192,120,157,0,0,0,0,0,0,0,84,663,7789,0,0,0,0,0,75,157,633,0,0,0,0,0,0,0
"ASV_42",13,290,364,518,309,360,449,24,770,296,440,2129,269,587,200,256,219,208,557,845,891,126,288,557,191,124,0,0,0,0,0
"ASV_43",185,0,64,253,615,126,504,1174,59,0,0,0,0,122,1014,2919,0,156,0,0,151,237,1338,1821,488,306,83,0,0,0,0
"ASV_44",62,570,201,295,607,291,487,35,567,613,334,1016,484,966,0,85,254,502,514,280,426,63,315,601,67,343,0,0,0,5,0
"ASV_45",224,48,388,1503,248,239,108,539,44,127,0,233,27,744,306,164,78,53,0,476,27,781,1881,712,0,46,0,0,0,0,0
"ASV_46",34,29,10,25,0,0,28,19,64,25,20,19,0,16,0,39,18,0,47,63,48,50,112,73,122,216,4842,2374,2700,2254,1041
"ASV_47",44,20,0,39,111,0,58,26,64,44,0,38,34,60,44,42,0,60,74,90,69,97,103,70,89,231,4505,2379,2057,2277,918
"ASV_48",176,187,226,467,723,619,663,174,567,69,279,496,660,1030,300,332,166,623,188,496,680,453,45,100,107,213,0,0,0,0,0
"ASV_49",831,21,336,614,0,0,39,98,0,0,0,0,0,1562,832,129,0,0,0,0,0,429,1151,501,0,0,0,0,0,0,0
"ASV_50",23,342,859,304,318,173,354,26,915,334,583,895,470,264,282,137,79,832,192,798,783,308,425,497,19,41,0,0,0,27,0
"ASV_51",526,148,156,386,373,295,96,817,593,416,133,61,267,260,403,163,124,298,880,1233,326,545,109,135,170,95,89,139,21,43,0
"ASV_52",111,0,228,2123,99,253,28,609,0,0,0,0,138,1174,384,458,0,0,0,0,0,350,1248,1216,0,0,0,0,0,0,0
"ASV_53",454,226,375,485,617,607,356,479,325,75,179,93,490,213,679,978,143,131,146,675,943,523,45,56,174,95,0,0,0,0,0
"ASV_54",93,0,56,1073,327,42,505,541,59,28,0,14,0,182,169,62,390,0,2183,27,15,116,300,494,954,1944,0,0,0,0,0
"ASV_55",140,72,53,601,174,624,664,0,314,157,337,211,130,263,33,122,174,89,152,432,2223,123,576,551,190,346,3,0,0,11,0
"ASV_56",87,142,226,546,722,768,1030,72,628,557,208,1584,42,251,70,112,412,54,331,628,184,29,316,734,176,119,0,0,0,0,0
"ASV_57",41,251,151,446,389,116,100,68,676,86,286,195,268,263,243,346,171,206,207,1116,954,234,238,258,136,88,0,0,0,0,0
"ASV_58",130,381,261,496,632,280,558,264,689,400,239,347,199,346,258,251,232,170,456,260,502,144,52,266,230,132,0,0,0,0,0
"ASV_59",120,11,38,845,707,57,0,111,0,0,0,0,34,217,317,3734,25,84,0,16,0,36,881,1155,0,0,0,0,0,0,0
"ASV_60",100,0,115,358,183,0,0,523,0,0,0,0,11,0,468,6815,10,31,0,0,0,0,374,914,0,0,0,0,0,0,0
"ASV_61",163,0,593,618,0,264,41,787,0,0,0,0,0,789,450,138,0,0,0,0,0,702,4436,650,0,148,0,0,0,0,0
"ASV_62",43,112,167,581,276,106,121,54,622,214,376,335,180,372,290,240,337,584,280,1007,588,494,179,188,164,60,0,0,0,0,0
"ASV_63",70,410,314,396,778,266,735,144,736,288,253,558,199,448,461,341,172,450,261,614,420,158,218,454,47,91,42,46,49,89,49
"ASV_64",254,329,20,303,782,128,268,70,247,100,133,274,57,195,148,1950,56,450,74,310,146,499,842,834,63,308,0,0,0,0,0
"ASV_65",18,166,195,454,508,339,146,0,329,120,77,1457,225,284,59,238,195,3367,133,625,214,201,315,110,0,41,0,0,0,0,0
"ASV_66",173,104,143,282,461,192,85,101,341,197,133,71,174,288,218,286,129,229,275,755,366,462,91,143,1409,274,0,0,0,0,0
"ASV_67",243,116,133,191,584,218,95,145,419,232,90,0,233,492,234,170,422,382,212,723,628,893,95,55,72,50,0,22,10,0,0
"ASV_68",320,147,85,61,0,107,64,98,571,630,139,40,122,431,305,46,141,638,287,1097,405,494,78,128,125,77,139,188,82,136,0
"ASV_69",32,217,214,247,93,89,271,86,1043,127,298,183,456,146,231,144,54,347,214,924,1475,929,184,116,428,70,6,0,0,9,0
"ASV_70",0,136,141,143,0,0,332,0,431,989,651,262,466,67,0,255,126,156,101,625,356,103,48,28,0,147,0,0,0,0,0
"ASV_71",28,56,140,0,1095,553,54,0,146,243,122,536,0,246,364,56,116,270,887,151,396,0,73,437,2400,184,0,0,0,0,0
"ASV_72",0,46,167,738,966,643,118,0,533,97,235,658,0,405,313,0,620,311,987,147,720,172,128,75,155,43,0,0,0,0,0
"ASV_73",27,223,174,445,595,345,236,142,729,600,122,508,157,304,422,140,145,83,563,441,435,147,29,165,122,53,0,0,0,0,0
"ASV_74",316,0,108,1015,1073,363,19,218,32,0,37,14,0,736,113,73,79,10,147,100,83,1169,766,308,0,291,0,0,0,0,0
"ASV_75",129,109,66,137,1204,71,18,86,122,34,26,14,45,51,517,87,26,17,29,120,65,114,102,31,66,159,0,0,0,0,0
"ASV_76",25,163,169,215,518,129,1233,0,587,391,404,438,243,248,198,184,174,289,368,509,288,125,136,184,56,88,0,9,0,0,0
"ASV_77",626,264,50,511,1226,153,128,215,216,36,0,0,121,530,273,317,28,186,0,0,25,1325,1203,241,236,137,0,0,0,0,0
"ASV_78",97,215,125,266,466,92,100,53,354,94,114,177,399,430,141,136,78,271,206,1179,508,592,141,133,110,61,64,0,0,0,0
"ASV_79",475,102,166,223,77,203,98,260,394,298,136,153,178,261,204,322,181,311,406,556,524,482,103,132,133,99,0,25,35,71,110
"ASV_80",174,78,179,244,257,152,173,538,267,0,84,0,241,172,330,120,156,77,260,369,171,749,1050,270,183,267,23,30,16,15,0
"ASV_81",181,143,217,972,1101,843,148,20,36,81,309,167,0,399,117,128,200,0,345,130,138,38,478,1043,105,97,0,0,0,0,0
"ASV_82",0,0,0,244,437,314,0,0,0,174,90,0,637,249,482,364,197,257,254,709,460,832,0,0,0,0,0,0,0,0,0
"ASV_83",0,148,123,397,525,285,689,0,501,109,0,1423,109,203,172,199,267,528,144,505,171,0,102,1189,70,44,0,0,70,0,62
"ASV_84",143,175,136,421,534,174,173,212,339,322,133,249,153,161,321,361,241,218,608,259,305,100,141,145,208,115,0,0,0,0,0
"ASV_85",184,207,140,209,557,146,191,339,385,483,155,210,191,147,152,206,189,139,189,309,366,156,49,256,130,53,35,0,40,0,0
"ASV_86",0,92,508,450,0,0,87,592,345,330,655,170,0,205,0,76,177,0,100,0,0,140,1550,181,0,424,0,0,0,0,0
"ASV_87",200,74,117,213,311,116,110,134,261,0,101,87,227,181,190,1000,169,479,233,478,838,133,104,62,187,185,0,0,0,0,0
"ASV_88",281,92,90,445,313,247,93,490,237,57,0,80,0,189,244,57,79,0,238,214,87,312,859,429,72,265,0,0,0,0,0
"ASV_89",0,463,182,169,77,28,47,0,563,272,539,264,588,348,430,199,84,407,181,834,125,381,27,45,37,36,0,0,0,0,0
"ASV_90",81,0,339,536,347,136,0,297,0,0,0,0,0,1181,472,136,0,95,0,0,0,599,923,708,0,179,0,0,0,0,0
"ASV_91",41,125,136,463,177,150,167,249,408,222,142,185,334,259,163,229,210,333,127,626,550,685,86,80,134,75,0,0,0,0,0
"ASV_92",0,387,496,136,0,188,103,0,336,565,1274,406,77,115,78,0,199,0,214,267,316,23,387,248,123,410,0,0,0,0,0
"ASV_93",240,0,257,1059,0,143,29,127,0,0,0,0,0,839,454,104,0,36,0,0,39,630,741,249,0,0,0,0,0,0,0
"ASV_94",337,0,274,372,0,61,72,63,0,0,0,0,0,1088,528,113,0,0,0,0,0,329,364,141,0,0,0,0,0,0,0
"ASV_95",154,101,128,178,373,158,61,75,437,158,93,94,217,339,142,186,286,338,116,548,397,607,70,0,102,34,0,0,0,0,0
"ASV_96",238,143,127,189,166,262,161,46,74,217,68,213,202,280,123,127,59,756,82,121,367,418,15,182,53,50,0,0,0,0,31
"ASV_97",401,530,55,368,1050,170,154,295,132,162,0,71,31,174,0,0,0,0,0,0,118,434,674,192,0,42,0,0,0,0,0
"ASV_98",308,61,57,159,342,41,75,176,57,40,23,0,153,114,294,2123,25,67,94,184,200,206,269,333,34,42,80,56,61,53,93
"ASV_99",0,23,30,72,164,0,0,59,78,0,0,36,0,64,0,61,28,0,74,68,53,64,62,87,69,170,2060,1285,1095,1155,869
"ASV_100",619,337,68,295,1121,0,104,576,101,268,0,265,0,0,119,0,0,0,13,0,0,466,650,135,61,0,0,0,0,0,0
"ASV_101",0,0,0,194,341,318,0,0,0,131,0,0,572,185,325,234,144,210,182,635,463,895,0,0,0,0,0,0,0,0,0
"ASV_102",199,146,64,278,603,213,93,52,125,129,77,19,126,138,348,1105,56,29,128,133,159,91,712,132,40,164,0,0,0,0,0
"ASV_103",26,143,145,346,412,88,116,24,468,152,69,337,58,306,204,132,113,176,169,367,426,159,71,139,56,25,180,106,71,116,162
"ASV_104",44,59,0,118,183,41,0,57,102,0,0,18,0,43,112,76,38,52,110,131,45,149,72,48,65,143,1230,1273,941,1049,880
"ASV_105",16,183,56,199,205,130,173,0,537,41,269,278,187,77,78,58,99,123,330,782,703,224,188,318,154,173,3,0,0,0,0
"ASV_106",293,23,45,461,647,154,29,552,27,0,0,33,34,132,226,437,0,268,16,0,96,615,535,446,61,35,0,0,0,0,0
"ASV_107",65,205,140,290,340,200,586,46,541,416,527,827,81,224,132,203,118,351,189,158,100,84,80,119,75,41,182,145,108,56,77
"ASV_108",50,115,147,360,181,157,29,97,153,78,148,115,268,140,161,340,333,52,113,291,807,327,76,51,41,75,0,0,0,0,0
"ASV_109",0,0,0,226,255,238,0,0,0,162,0,0,480,203,295,219,142,228,236,560,407,749,0,0,0,0,0,0,0,0,0
"ASV_110",171,82,143,438,261,202,272,140,119,134,105,84,167,119,179,1229,47,253,23,307,406,165,35,18,180,377,0,0,0,0,0
"ASV_111",53,48,84,66,157,40,19,114,98,52,33,82,70,30,61,125,33,56,87,135,129,99,86,64,83,173,1525,592,813,639,789
"ASV_112",82,81,85,129,187,41,798,109,140,20,0,37,0,0,0,29,0,59,75,166,106,85,317,1178,971,446,193,255,178,134,0
"ASV_113",0,0,101,52,0,453,88,0,1170,394,0,381,65,126,0,0,0,190,786,116,0,0,51,114,150,0,0,0,0,0,0
"ASV_114",407,0,97,0,259,0,36,15,219,0,0,0,168,636,0,205,210,446,0,247,96,235,111,0,0,0,0,0,0,0,0
"ASV_115",0,95,51,69,646,887,165,0,65,68,113,459,48,72,0,166,0,83,0,352,68,98,39,119,0,84,0,0,0,0,0
"ASV_116",0,88,187,379,214,300,374,36,230,72,81,407,358,164,71,307,68,453,47,130,452,135,22,57,65,14,0,0,0,0,0
"ASV_117",9,13,9,14,37,9,21,18,22,24,9,15,14,15,18,35,0,27,33,50,28,42,33,47,68,116,1703,1531,1232,1170,598
"ASV_118",26,38,14,289,805,152,298,27,146,139,43,245,0,72,310,25,106,29,236,726,65,39,278,366,48,52,0,0,0,0,0
"ASV_119",155,0,56,747,0,0,0,265,0,0,0,0,0,309,99,961,0,0,0,0,8,58,83,295,0,0,0,0,0,0,0
"ASV_120",80,169,161,474,339,215,9,168,338,92,225,194,204,57,424,294,162,59,30,354,411,325,64,45,89,68,0,0,0,0,0
"ASV_121",222,101,128,196,210,209,104,182,294,211,63,216,133,114,144,88,94,144,519,368,225,184,69,119,67,77,0,0,0,0,0
"ASV_122",66,47,171,297,926,321,140,0,294,317,142,118,118,216,98,132,131,94,220,195,139,64,134,84,12,20,0,0,0,0,0
"ASV_123",0,0,0,465,349,295,0,0,0,313,320,415,297,85,295,553,447,299,0,245,367,59,0,0,0,0,0,0,0,0,0
"ASV_124",12,9,0,0,47,18,17,0,33,17,0,19,9,22,34,51,0,31,55,61,59,52,32,48,66,142,1669,1414,986,1102,623
"ASV_125",506,16,186,687,0,209,13,378,0,0,0,15,0,331,246,134,0,0,11,0,7,511,916,583,12,21,0,16,0,0,0
"ASV_126",33,83,52,266,333,340,72,20,91,173,37,169,45,191,110,109,91,0,654,63,309,280,55,153,28,23,0,0,0,0,0
"ASV_127",61,0,202,218,0,29,17,2073,0,0,0,0,0,96,380,0,0,0,0,0,0,109,823,359,0,60,0,0,0,0,0
"ASV_128",96,76,68,130,136,80,76,66,315,88,72,57,160,248,120,275,95,129,172,308,620,129,61,191,45,111,252,160,142,258,347
"ASV_129",0,0,43,559,0,356,97,31,630,189,0,207,0,58,0,137,90,0,301,207,0,0,80,35,134,143,0,0,0,0,0
"ASV_130",156,58,33,266,684,186,79,32,128,38,46,37,0,130,0,209,113,26,34,41,53,356,812,109,36,70,0,0,0,0,0
"ASV_131",0,96,112,204,243,68,208,69,179,202,202,259,67,589,108,99,135,709,129,295,204,93,193,160,89,92,0,0,0,17,0
"ASV_132",0,139,63,162,167,70,119,29,319,65,417,184,200,155,0,97,75,655,69,306,1019,166,55,139,74,77,0,0,0,0,0
"ASV_133",39,0,26,29,0,0,0,0,0,0,0,0,43,0,234,4410,0,47,10,0,152,38,34,265,0,0,0,0,0,0,0
"ASV_134",18,0,0,27,0,17,0,0,33,21,0,0,15,0,0,22,0,0,0,71,32,48,29,17,41,108,1794,1160,1102,1006,663
"ASV_135",0,0,0,187,242,165,0,0,0,141,144,0,517,170,246,0,134,194,141,460,344,701,0,0,0,0,0,0,0,0,0
"ASV_136",157,0,176,259,123,52,21,151,0,0,0,0,31,111,258,1336,0,38,0,0,21,394,620,372,0,0,0,0,37,0,0
"ASV_137",67,337,118,267,332,115,240,58,385,268,137,352,57,91,88,87,143,54,136,150,126,52,127,163,64,54,0,0,0,0,0
"ASV_138",29,19,0,0,0,13,0,37,45,0,0,13,32,0,0,0,0,73,66,0,58,63,62,0,60,67,1188,968,656,1033,969
"ASV_139",38,265,28,134,484,43,251,0,128,130,109,652,42,223,739,56,60,26,0,50,178,0,289,59,0,37,0,0,0,0,0
"ASV_140",47,107,107,520,558,352,259,68,252,206,63,282,117,192,118,124,353,59,102,193,112,61,34,92,18,0,0,0,0,0,0
"ASV_141",32,76,406,242,410,104,111,13,592,135,231,320,116,220,0,288,63,151,57,208,385,65,164,79,0,62,0,0,17,0,0
"ASV_142",0,209,134,382,139,234,286,163,374,164,212,583,77,0,0,0,209,204,0,279,300,0,134,258,0,195,0,0,0,0,0
"ASV_143",26,0,14,347,316,53,0,62,0,0,0,0,16,90,1020,1581,39,47,132,0,0,0,99,376,94,8,0,0,0,0,0
"ASV_144",0,0,0,391,0,0,1112,33,0,0,0,0,0,31,0,58,57,0,209,924,32,16,0,296,26,31,0,0,0,0,0
"ASV_145",0,127,106,228,264,0,370,42,348,273,368,495,113,140,167,204,147,95,179,190,316,119,113,188,0,401,0,0,0,0,0
"ASV_146",33,154,261,222,138,169,131,102,101,130,220,581,327,101,92,289,53,197,30,73,442,175,11,65,145,23,0,0,0,0,0
"ASV_147",0,57,93,279,0,89,98,18,207,793,213,886,241,66,65,21,56,33,126,288,126,29,176,127,128,13,0,0,0,0,0
"ASV_148",160,114,79,72,180,103,40,604,80,0,102,0,128,82,426,773,0,0,0,0,144,422,534,141,0,56,0,0,0,0,0
"ASV_149",86,70,77,164,0,925,439,0,86,0,0,110,0,61,0,353,0,0,0,0,502,0,0,0,0,0,0,0,0,0,0
"ASV_150",0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,37,47,0,53,91,1590,1212,1110,1206,553
"ASV_151",58,26,30,150,242,77,14,68,70,86,41,38,117,130,151,0,45,79,134,319,74,205,52,58,56,98,277,315,168,278,285
"ASV_152",0,63,86,120,510,71,693,23,156,111,85,208,136,201,152,89,185,141,98,201,97,38,36,57,78,54,0,0,0,0,0
"ASV_153",26,46,243,152,351,145,191,20,418,217,83,604,149,204,216,150,181,222,216,253,236,78,54,73,8,0,0,0,0,0,0
"ASV_154",0,0,12,263,789,292,251,14,113,480,22,937,0,127,145,77,231,17,110,319,0,0,288,228,195,39,0,0,0,0,0
"ASV_155",0,0,0,0,272,0,0,0,0,0,0,0,431,202,244,0,124,228,161,562,361,789,0,0,0,0,0,0,0,0,0
"ASV_156",41,0,25,77,143,33,18,32,50,37,0,0,45,27,54,0,0,0,97,0,28,48,74,61,69,98,1164,926,664,724,530
"ASV_158",0,10,6,24,0,13,14,10,26,17,0,12,0,16,17,16,0,18,28,41,21,40,48,40,59,99,1062,1127,836,1060,641
"ASV_159",22,27,28,0,0,28,62,34,138,75,42,41,0,82,0,0,0,66,67,92,78,51,45,36,65,123,1426,561,468,740,437
"ASV_160",104,51,87,81,106,181,8,58,121,29,45,31,287,144,72,89,35,16,251,235,402,1024,23,0,12,24,0,0,0,4,0
"ASV_161",0,366,94,0,481,450,356,0,421,178,114,571,111,292,0,0,0,0,0,303,89,0,51,55,0,594,0,0,0,0,0
"ASV_162",31,0,15,0,0,0,0,0,0,0,0,0,7,262,94,60,17,0,0,89,138,15,464,45,11,0,0,0,0,0,0
"ASV_163",0,19,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,45,0,0,37,55,16,49,125,1512,1209,642,990,543
"ASV_164",17,69,95,236,344,137,172,8,190,128,167,280,83,88,102,98,52,44,100,293,594,38,32,68,15,52,0,0,0,0,0
"ASV_165",74,22,97,77,82,123,42,166,270,56,20,50,123,85,78,133,38,90,91,390,223,216,75,20,155,81,0,0,0,0,0
"ASV_166",0,106,36,112,298,64,22,0,431,111,75,152,0,0,125,88,125,106,205,315,223,209,132,115,70,73,0,0,0,0,0
"ASV_167",0,0,0,149,217,159,0,0,0,89,89,0,375,147,200,0,113,178,141,397,270,512,0,0,0,0,0,0,0,0,0
"ASV_168",0,34,131,0,0,47,0,0,236,63,71,59,55,137,174,48,48,162,367,422,340,1064,47,48,153,45,0,0,0,0,0
"ASV_169",26,63,50,196,305,160,29,0,349,37,65,32,29,1006,56,62,211,33,250,102,31,146,158,18,0,28,0,0,0,0,0
"ASV_170",60,23,114,358,0,38,34,108,64,0,0,0,0,566,71,81,0,0,0,110,8,447,980,359,0,0,0,0,0,0,0
"ASV_171",87,0,124,163,239,85,54,117,77,108,0,86,145,127,298,167,67,64,89,191,429,141,51,65,102,46,0,0,0,0,0
"ASV_172",63,931,0,0,985,479,8,0,1216,0,0,0,0,0,0,0,0,0,0,57,0,0,91,148,30,0,0,0,0,0,0
"ASV_173",0,0,0,299,319,171,0,0,0,263,228,353,196,72,154,246,426,286,0,226,327,69,0,0,0,0,0,0,0,0,0
"ASV_174",0,48,235,57,250,95,177,0,125,57,0,523,138,71,82,55,0,236,54,499,96,62,108,186,0,62,0,0,0,0,0
"ASV_175",30,57,23,87,257,50,71,58,150,152,29,202,8,86,136,76,79,128,152,176,101,72,30,73,41,79,325,420,224,235,305
"ASV_176",31,84,70,91,154,78,52,73,258,111,85,67,94,97,100,90,105,142,198,465,295,245,82,56,105,52,0,0,0,0,0
"ASV_177",0,49,63,443,191,88,269,0,113,115,80,488,69,59,64,115,165,138,145,220,194,0,77,198,351,94,0,16,0,0,0
"ASV_178",0,0,65,171,0,306,116,0,58,73,60,559,0,80,202,22,0,65,326,0,146,34,29,0,201,215,0,0,0,0,0
"ASV_179",26,141,49,120,236,52,153,50,323,185,103,136,44,148,145,109,77,56,183,228,134,118,82,148,94,52,20,0,0,0,0
"ASV_180",13,89,142,117,249,43,91,69,421,217,81,482,50,201,77,56,26,98,223,183,236,73,59,99,0,31,0,0,8,18,0
"ASV_181",0,97,0,12,0,0,0,0,62,0,0,0,0,0,0,0,0,0,31,0,0,9,107,50,0,0,0,0,0,0,0
"ASV_182",0,0,0,0,0,109,0,0,0,313,132,0,356,101,290,0,95,251,0,275,260,114,0,0,0,0,0,0,0,0,0
"ASV_183",55,75,51,62,0,29,579,80,87,0,0,0,0,0,0,0,0,31,46,153,66,56,205,852,638,287,116,137,107,52,28
"ASV_184",138,83,44,65,237,56,70,14,109,40,23,29,62,52,113,73,73,147,110,156,184,315,36,32,26,87,133,111,61,84,73
"ASV_185",58,60,37,635,96,54,120,160,0,51,0,0,26,249,34,267,0,47,0,0,56,183,201,879,22,0,0,0,0,0,0
"ASV_186",0,0,0,231,344,165,63,0,0,15,59,46,22,136,43,13,147,0,0,0,211,438,683,213,0,0,0,0,0,0,0
"ASV_187",0,0,0,0,0,11,0,11,16,13,0,0,0,0,0,0,0,0,0,0,0,0,22,26,36,70,1290,1053,900,949,507
"ASV_188",0,61,185,129,0,117,205,57,220,112,100,413,60,93,0,102,98,109,211,213,192,126,107,96,68,0,0,0,0,0,0
"ASV_189",49,58,177,164,286,186,128,13,158,64,42,410,151,140,133,205,88,45,115,409,163,73,38,65,55,28,0,0,0,0,0
"ASV_190",0,11,26,802,0,0,0,111,0,0,0,0,0,449,155,62,0,0,0,0,0,15,134,110,0,0,0,0,0,0,0
"ASV_191",59,71,127,142,0,72,68,19,327,162,279,259,85,235,105,67,54,324,121,259,289,87,99,99,27,44,0,0,0,0,0
"ASV_192",23,38,74,323,664,138,19,14,214,137,96,65,0,129,74,111,305,12,102,289,197,71,490,46,66,157,8,0,0,0,0
"ASV_193",49,21,15,367,790,178,586,64,42,118,35,280,22,68,116,75,209,27,15,211,29,20,46,244,0,0,0,0,0,0,0
"ASV_194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,22,60,989,952,774,1140,769
