"","YR_1_1","YR_1_2","YR_1_3","YR_3_2","YR_3_3","YR_3_4","YR_1_4","YR_1_5","YR_1_6","YR_2_6","YR_2_7","YR_2_8","YR_1_17","YR_2_1","YR_2_2","YR_2_3","YR_2_4","YR_2_5","YR_3_8","YR_3_9","YR_3_10","YR_3_11","YR_1_10","YR_1_11","YR_1_12","YR_1_13","YR_3_12","YR_3_13","YR_3_14","YR_3_15","YR_3_16"
"ASV_1",6910,3309,4504,1143,529,4425,1467,2171,2898,1648,1679,1413,3747,2382,1092,1656,1716,1871,6427,3795,3006,8400,1426,776,2968,2166,0,0,0,0,0
"ASV_2",675,2940,3309,1651,322,2232,3016,1565,2028,2605,4182,4181,1200,968,515,2535,4510,2270,1280,1793,2401,697,1228,2313,3119,3912,22,0,0,21,0
"ASV_3",1525,2403,2612,898,436,1539,1148,2864,2346,3066,1357,1123,1401,846,597,864,844,934,1402,1085,1344,768,487,1652,1840,933,95,155,92,129,105
"ASV_4",1541,1674,2208,1764,413,1773,1921,1720,973,559,950,1516,1589,838,587,2857,597,863,453,1571,2155,1357,499,287,2637,710,13,0,4,7,32
"ASV_5",660,2000,1795,818,467,1296,1153,1079,1889,1280,1814,1140,673,851,529,579,1309,736,974,537,1013,506,228,1020,1197,769,0,0,0,0,0
"ASV_6",896,1981,1249,618,415,1199,867,1163,1519,2452,888,923,792,623,338,305,521,614,700,461,935,274,317,1542,2276,439,26,35,39,61,98
"ASV_7",2029,1156,804,424,238,1834,419,1342,868,501,501,490,1195,875,1287,526,461,439,5296,834,1478,946,51,86,864,646,0,0,0,0,0
"ASV_8",601,940,787,266,273,378,169,237,1045,754,862,211,459,586,581,243,451,798,1826,1286,810,1226,304,340,1720,948,19,25,18,26,58
"ASV_9",2244,280,527,359,321,506,1629,3435,0,0,314,505,2136,915,290,1446,681,959,372,1037,476,1663,92,71,854,88,0,0,0,0,0
"ASV_10",51,593,415,212,342,313,1050,150,793,929,1320,1141,370,356,372,227,390,630,544,360,372,211,249,719,242,404,83,96,94,123,130
"ASV_11",590,572,538,226,258,373,399,787,630,842,364,317,513,332,292,271,309,372,371,299,298,193,161,622,560,295,0,0,0,0,0
"ASV_12",1476,168,62,252,484,914,361,866,300,394,74,686,677,727,932,1103,352,583,886,607,112,151,271,133,533,1259,0,0,0,0,0
"ASV_13",61,52,65,42,124,71,126,67,74,79,78,51,84,63,148,146,71,121,141,141,142,122,204,174,343,871,3108,1226,1543,1398,538
"ASV_14",276,438,386,292,297,499,335,202,697,913,535,440,648,424,340,184,695,689,371,504,447,279,249,428,675,298,0,0,0,0,0
"ASV_15",1363,1901,377,1080,65,106,27,895,786,0,0,0,0,926,171,90,0,0,0,0,12,401,1126,727,1,0,0,0,0,0,0
"ASV_16",688,8,413,550,157,79,56,1470,0,30,23,0,0,436,447,222,53,38,0,8,10,447,2815,1786,18,91,0,0,0,0,0
"ASV_17",40,414,280,144,55,170,187,116,475,349,635,590,343,168,119,201,592,604,363,688,652,366,302,495,1405,1161,0,0,0,0,17
"ASV_18",288,0,109,556,46,90,5,704,0,0,0,15,20,161,430,3404,0,23,0,0,11,30,81,472,0,0,0,0,0,0,0
"ASV_19",198,321,260,182,330,238,124,180,426,561,343,392,404,174,283,84,289,392,597,480,420,403,155,195,582,260,3,7,3,15,12
"ASV_20",92,417,883,167,354,216,544,35,644,445,799,481,272,266,201,912,883,359,232,541,275,19,139,301,51,66,9,0,0,7,0
"ASV_21",216,1298,45,322,467,306,322,208,702,362,0,134,152,132,322,90,261,104,66,283,119,49,882,301,83,65,0,0,0,0,0
"ASV_22",48,258,83,348,450,516,327,0,575,507,660,193,338,266,373,56,81,675,162,178,211,396,87,154,21,112,0,0,0,0,0
"ASV_23",171,208,274,215,174,287,370,160,337,758,319,247,259,304,226,126,602,440,142,334,299,293,67,188,395,168,0,0,0,0,0
"ASV_24",231,98,79,166,166,158,59,28,103,152,122,60,109,225,280,224,399,557,155,538,444,302,179,31,97,230,21,52,31,35,55
"ASV_25",314,248,190,313,176,200,67,281,195,76,194,243,287,135,470,1001,173,319,43,138,127,209,269,277,118,68,0,0,0,0,0
"ASV_26",867,29,298,678,0,88,44,124,5,0,0,0,54,657,484,114,15,31,0,0,20,247,668,277,11,13,0,0,6,0,0
"ASV_27",840,8,63,404,0,40,44,1918,2,0,0,0,0,428,385,73,0,0,0,0,20,116,1066,483,13,13,2,0,0,0,0
"ASV_28",119,203,163,289,23,543,2056,191,51,44,154,450,46,126,78,855,800,468,0,38,95,0,97,53,302,49,0,0,0,0,0
"ASV_29",287,230,54,295,253,375,302,478,67,0,71,24,78,350,380,302,99,198,29,113,72,132,1008,395,119,735,0,0,0,0,0
"ASV_30",43,345,147,467,228,313,862,15,273,798,132,1566,123,451,103,13,133,246,122,43,27,0,90,201,95,61,0,0,0,0,0
"ASV_31",468,13,0,363,529,886,1313,153,8,0,0,0,19,45,143,221,29,23,20,476,19,2,8,709,296,60,0,0,0,1,0
"ASV_32",339,134,0,0,0,100,212,834,1351,0,0,0,0,0,33,0,0,0,0,136,730,126,0,0,0,0,0,0,0,0,0
"ASV_33",166,126,88,165,256,160,49,55,139,194,125,108,94,179,171,151,270,394,158,337,190,221,140,101,170,199,32,48,42,30,0
"ASV_34",56,49,28,36,59,48,39,39,74,90,63,34,55,66,95,48,51,127,66,98,59,49,74,59,162,306,954,779,866,565,427
"ASV_35",223,214,162,245,304,168,83,119,53,156,99,94,92,148,211,251,298,271,66,267,228,219,137,197,117,287,48,61,71,100,79
"ASV_36",322,253,167,91,175,171,105,63,346,262,273,41,158,234,304,67,276,261,314,227,204,274,57,86,208,57,7,0,0,16,0
"ASV_37",173,196,234,74,178,134,101,73,210,386,298,175,237,308,221,95,215,305,176,264,231,329,44,53,152,86,3,2,0,8,0
"ASV_38",360,212,273,140,172,180,140,292,295,357,250,235,225,157,143,74,184,163,164,292,187,228,42,101,148,54,16,30,0,33,0
"ASV_39",107,327,297,148,131,124,234,119,216,366,209,329,125,54,106,22,96,161,113,96,207,55,26,340,1142,145,0,0,0,0,0
"ASV_40",71,117,206,176,144,243,242,134,251,365,359,277,112,188,196,32,335,600,84,129,159,242,38,90,201,38,94,83,77,90,92
"ASV_41",67,0,0,78,31,88,0,0,0,0,0,0,0,35,337,2426,0,0,0,0,0,15,88,299,0,0,0,0,0,0,0
"ASV_42",11,208,262,204,109,182,286,13,247,192,458,1040,152,262,92,66,175,109,262,249,282,43,138,255,132,89,0,0,0,0,0
"ASV_43",120,0,49,80,206,64,306,561,17,0,0,0,0,53,484,936,0,87,0,0,47,78,588,805,368,257,27,0,0,0,0
"ASV_44",37,392,152,107,197,166,270,6,166,399,325,480,312,446,0,29,243,297,189,70,130,18,128,257,61,282,0,0,0,1,0
"ASV_45",134,28,251,570,87,137,68,266,16,91,0,93,10,333,154,50,76,26,0,114,6,245,842,337,0,34,0,0,0,0,0
"ASV_46",28,31,11,7,0,0,18,7,28,19,19,7,0,5,0,11,14,0,25,11,14,19,48,35,95,193,1239,634,1017,704,444
"ASV_47",34,18,0,13,36,0,35,15,17,36,0,14,17,27,23,13,0,36,27,27,13,34,46,35,83,193,1178,631,800,706,391
"ASV_48",117,140,168,180,248,363,368,89,196,44,281,232,409,442,157,104,163,385,101,119,207,146,20,41,82,184,0,0,0,0,0
"ASV_49",557,23,247,196,0,0,18,55,0,0,0,0,0,689,392,41,0,0,0,0,0,143,529,223,0,0,0,0,0,0,0
"ASV_50",10,253,635,114,85,89,219,8,294,243,577,429,296,140,169,39,43,514,85,214,233,95,191,226,21,28,0,0,0,14,0
"ASV_51",324,118,111,120,125,152,54,387,202,262,131,27,169,113,193,52,102,178,366,355,103,200,51,62,134,67,20,38,6,12,0
"ASV_52",67,0,161,729,25,166,22,261,0,0,0,0,87,525,186,138,0,0,0,0,0,118,569,527,0,0,0,0,0,0,0
"ASV_53",303,156,292,170,203,338,205,219,122,41,171,50,305,99,377,304,109,72,75,182,289,186,20,24,138,85,0,0,0,0,0
"ASV_54",67,0,51,360,95,23,260,276,18,24,0,4,0,69,79,20,346,0,926,2,6,40,123,233,716,1630,0,0,0,0,0
"ASV_55",87,56,45,229,66,374,358,0,104,100,324,106,77,120,16,43,162,53,67,125,665,35,270,271,134,290,0,0,0,2,0
"ASV_56",48,93,176,184,247,443,571,32,204,345,227,871,29,117,31,29,329,38,143,151,49,2,146,335,123,119,0,0,0,0,0
"ASV_57",25,198,86,152,132,68,46,33,200,54,293,114,193,109,136,99,132,100,76,298,295,64,98,110,127,77,0,0,0,0,0
"ASV_58",90,289,180,174,208,157,329,131,223,267,252,195,114,158,147,73,183,94,186,72,144,50,23,121,179,113,0,0,0,0,0
"ASV_59",75,8,33,277,246,37,0,43,0,0,0,0,14,103,151,1138,15,39,0,6,0,8,423,506,0,0,0,0,0,0,0
"ASV_60",65,0,71,121,60,0,0,247,0,0,0,0,8,0,223,2107,13,22,0,0,0,0,187,433,0,0,0,0,0,0,0
"ASV_61",126,0,468,213,0,140,27,381,0,0,0,0,0,336,200,41,0,0,0,0,0,212,2003,310,0,133,0,0,0,0,0
"ASV_62",27,77,119,207,89,46,77,20,216,141,365,160,102,164,160,76,273,346,131,270,184,174,83,89,128,42,0,0,0,0,0
"ASV_63",47,252,246,158,266,169,423,66,240,176,261,244,121,212,219,101,140,259,112,195,132,40,95,182,33,75,11,10,15,27,17
"ASV_64",150,258,13,99,251,74,149,29,83,52,117,119,32,86,89,605,44,267,35,99,42,160,376,361,47,249,0,0,0,0,0
"ASV_65",13,113,126,150,164,170,75,0,97,75,88,708,151,113,22,70,165,1947,69,178,67,65,133,51,0,39,0,0,0,0,0
"ASV_66",120,75,94,87,154,105,49,55,127,149,114,35,92,121,117,87,101,112,105,191,96,160,39,60,1040,229,0,0,0,0,0
"ASV_67",177,90,99,62,196,118,70,74,133,179,89,0,134,198,99,52,344,231,79,190,189,298,47,21,54,36,0,3,4,0,0
"ASV_68",255,104,67,21,0,65,33,42,188,408,142,18,77,178,155,14,111,388,119,314,102,154,40,57,101,57,28,39,27,39,0
"ASV_69",27,143,147,77,20,48,165,39,364,84,278,108,269,52,105,48,50,187,99,279,497,302,76,57,320,51,1,0,0,5,0
"ASV_70",0,73,106,50,0,0,191,0,135,668,606,134,291,28,0,75,95,88,43,180,98,30,25,16,0,134,0,0,0,0,0
"ASV_71",18,42,100,0,361,325,40,0,35,170,126,277,0,106,166,17,86,171,371,45,145,0,35,208,1834,155,0,0,0,0,0
"ASV_72",0,30,131,222,313,356,70,0,138,66,210,330,0,183,150,0,519,185,393,32,251,60,51,48,115,29,0,0,0,0,0
"ASV_73",14,152,130,127,195,223,155,52,244,387,134,253,97,139,213,43,96,50,264,132,129,59,15,91,118,39,0,0,0,0,0
"ASV_74",208,0,73,375,372,205,14,87,15,0,49,5,0,350,53,24,58,7,61,22,25,398,365,147,0,262,0,0,0,0,0
"ASV_75",100,88,65,39,419,37,12,42,39,15,24,10,34,24,257,25,22,16,18,27,14,35,43,19,46,143,0,0,0,0,0
"ASV_76",19,121,138,66,183,87,724,0,196,233,424,223,160,97,97,51,150,154,149,138,94,31,76,93,37,54,0,1,0,0,0
"ASV_77",424,195,43,186,430,84,68,92,70,21,0,0,80,253,134,100,19,98,0,0,4,407,554,104,194,113,0,0,0,0,0
"ASV_78",72,160,80,123,135,51,65,34,111,59,119,94,233,172,70,51,71,157,75,315,149,204,49,67,74,71,16,0,0,0,0
"ASV_79",302,72,127,86,32,108,48,130,127,172,109,84,121,131,118,98,131,193,149,153,188,168,44,57,91,77,0,4,17,24,62
"ASV_80",104,67,135,90,78,94,86,274,73,0,83,0,164,71,147,35,119,45,101,100,47,261,469,119,127,231,4,6,7,1,0
"ASV_81",132,100,161,328,398,441,78,10,13,52,317,87,0,186,63,44,156,0,173,38,44,15,218,485,86,75,0,0,0,0,0
"ASV_82",0,0,0,78,147,169,0,0,0,119,86,0,399,107,242,104,152,160,129,193,148,264,0,0,0,0,0,0,0,0,0
"ASV_83",0,102,117,126,175,146,383,0,162,79,0,662,65,106,82,58,214,288,66,159,42,0,53,536,56,38,0,0,29,0,21
"ASV_84",103,147,95,124,179,103,92,102,116,223,122,145,88,69,172,114,191,126,292,68,87,36,65,71,154,96,0,0,0,0,0
"ASV_85",143,153,116,76,229,82,104,169,138,322,156,99,107,73,72,75,134,76,71,78,116,38,24,125,112,38,4,0,12,0,0
"ASV_86",0,50,389,166,0,0,49,264,126,185,650,86,0,87,0,26,157,0,30,0,0,37,754,83,0,351,0,0,0,0,0
"ASV_87",129,56,108,74,88,63,58,68,105,0,90,46,144,81,90,325,143,278,102,125,258,42,47,33,115,168,0,0,0,0,0
"ASV_88",227,82,62,162,118,159,48,238,67,36,0,37,0,79,136,17,48,0,93,65,36,98,373,184,54,221,0,0,0,0,0
"ASV_89",0,321,135,67,30,16,30,0,187,177,573,127,352,178,225,63,71,240,81,222,35,126,15,22,24,22,0,0,0,0,0
"ASV_90",50,0,244,180,129,71,0,121,0,0,0,0,0,504,238,40,0,65,0,0,0,194,430,325,0,172,0,0,0,0,0
"ASV_91",28,85,105,161,48,80,89,123,142,154,136,80,231,113,78,68,158,210,60,163,179,235,34,33,95,58,0,0,0,0,0
"ASV_92",0,274,378,39,0,92,58,0,116,387,1298,222,50,49,48,0,139,0,94,79,100,11,170,112,71,337,0,0,0,0,0
"ASV_93",140,0,195,368,0,75,15,56,0,0,0,0,0,395,249,48,0,22,0,0,16,201,350,120,0,0,0,0,0,0,0
"ASV_94",201,0,186,131,0,30,50,32,0,0,0,0,0,466,268,42,0,0,0,0,0,106,159,64,0,0,0,0,0,0,0
"ASV_95",96,86,81,46,130,113,34,31,145,104,79,40,127,149,59,48,239,193,65,127,103,189,28,0,83,36,0,0,0,0,0
"ASV_96",175,101,95,63,50,186,94,31,17,158,67,100,123,131,64,42,52,461,43,36,111,147,8,73,41,28,0,0,0,0,16
"ASV_97",252,407,52,141,371,98,93,141,41,106,0,33,17,78,0,0,0,0,0,0,29,150,308,110,0,36,0,0,0,0,0
"ASV_98",195,39,39,59,114,21,42,86,19,19,24,0,104,54,139,681,16,45,43,56,78,63,124,176,23,43,12,12,26,11,30
"ASV_99",0,24,20,30,51,0,0,37,26,0,0,22,0,24,0,23,33,0,33,15,21,19,35,36,58,150,531,372,427,333,378
"ASV_100",384,260,38,93,362,0,58,304,23,156,0,145,0,0,49,0,0,0,12,0,0,148,283,60,50,0,0,0,0,0,0
"ASV_101",0,0,0,63,127,155,0,0,0,82,0,0,347,93,154,82,114,126,84,169,137,309,0,0,0,0,0,0,0,0,0
"ASV_102",127,116,43,94,183,117,51,31,53,79,103,9,86,68,178,369,41,29,48,42,47,33,343,64,28,150,0,0,0,0,0
"ASV_103",19,96,100,121,128,37,71,8,140,100,79,147,38,132,102,28,88,106,79,95,110,53,27,66,36,22,41,30,27,35,68
"ASV_104",34,30,0,36,49,20,0,34,40,0,0,11,0,11,80,25,34,22,52,32,12,47,31,18,60,115,298,332,331,329,382
"ASV_105",8,153,35,73,72,74,108,0,181,19,281,123,102,31,37,25,91,74,131,201,215,66,92,133,103,136,0,0,0,0,0
"ASV_106",190,16,30,163,211,101,21,256,13,0,0,21,22,62,117,137,0,157,4,0,36,227,247,217,35,33,0,0,0,0,0
"ASV_107",34,148,112,90,105,108,336,22,168,277,552,394,52,101,63,63,107,207,77,31,30,34,34,58,52,32,40,35,40,19,38
"ASV_108",40,77,105,122,60,98,16,47,54,58,130,55,136,61,77,115,304,27,49,76,266,112,36,17,42,60,0,0,0,0,0
"ASV_109",0,0,0,76,87,123,0,0,0,110,0,0,309,89,171,67,121,137,99,128,132,236,0,0,0,0,0,0,0,0,0
"ASV_110",111,50,89,140,88,134,134,57,39,89,115,44,92,63,102,383,28,167,18,72,127,57,14,10,132,341,0,0,0,0,0
"ASV_111",38,41,65,28,55,27,8,56,35,27,31,34,35,11,24,29,30,32,42,41,35,29,33,24,65,152,381,156,291,211,363
"ASV_112",52,58,77,50,48,23,448,48,42,8,0,17,0,0,0,8,0,33,26,60,28,31,151,540,687,358,46,72,52,31,0
"ASV_113",0,0,71,16,0,244,43,0,422,272,0,166,51,47,0,0,0,116,358,18,0,0,19,40,136,0,0,0,0,0,0
"ASV_114",261,0,69,0,84,0,27,4,76,0,0,0,109,292,0,71,173,274,0,64,33,86,67,0,0,0,0,0,0,0,0
"ASV_115",0,73,32,25,217,527,110,0,27,39,121,260,24,34,0,54,0,46,0,109,24,35,17,56,0,87,0,0,0,0,0
"ASV_116",0,58,148,145,72,151,200,7,82,46,61,175,211,86,50,97,59,268,17,37,136,45,10,28,38,8,0,0,0,0,0
"ASV_117",5,9,13,7,10,2,13,9,10,15,11,7,9,5,2,10,0,18,11,15,12,14,17,16,64,88,435,472,464,398,228
"ASV_118",16,26,13,86,255,111,189,17,40,95,29,125,0,32,151,7,103,17,90,206,25,11,121,145,27,48,0,0,0,0,0
"ASV_119",98,0,40,239,0,0,0,111,0,0,0,0,0,138,57,307,0,0,0,0,4,15,36,142,0,0,0,0,0,0,0
"ASV_120",54,125,110,140,121,124,9,82,112,64,213,91,129,24,236,82,128,36,13,97,125,103,25,24,67,58,0,0,0,0,0
"ASV_121",127,71,94,75,71,116,51,91,92,145,60,97,76,57,60,28,75,86,209,83,68,70,30,67,57,56,0,0,0,0,0
"ASV_122",50,24,125,103,305,211,73,0,92,208,130,51,67,89,52,56,113,73,98,52,48,22,62,36,12,23,0,0,0,0,0
"ASV_123",0,0,0,152,129,168,0,0,0,193,318,209,189,51,138,177,360,194,0,71,113,19,0,0,0,0,0,0,0,0,0
"ASV_124",12,16,0,0,10,16,5,0,10,8,0,11,3,4,12,23,0,17,24,10,16,18,11,25,44,112,413,363,346,354,266
"ASV_125",309,15,133,234,0,129,7,174,0,0,0,10,0,147,120,41,0,0,7,0,3,168,433,269,7,24,0,7,0,0,0
"ASV_126",22,56,29,88,96,204,41,7,24,116,43,81,31,103,60,44,73,0,273,18,96,82,22,67,15,19,0,0,0,0,0
"ASV_127",39,0,150,71,0,15,10,970,0,0,0,0,0,47,201,0,0,0,0,0,0,34,344,167,0,44,0,0,0,0,0
"ASV_128",71,59,56,51,51,45,44,25,104,55,76,32,107,95,67,98,77,75,80,85,204,46,22,93,37,95,70,53,54,90,150
"ASV_129",0,0,26,203,0,207,63,11,201,112,0,109,0,25,0,32,78,0,145,67,0,0,34,27,119,119,0,0,0,0,0
"ASV_130",98,35,24,85,223,106,56,24,45,25,43,21,0,36,0,60,83,13,14,9,15,139,336,46,19,71,0,0,0,0,0
"ASV_131",0,66,78,72,93,46,126,32,67,134,201,141,39,274,64,33,108,391,47,61,57,22,88,63,56,57,0,0,0,6,0
"ASV_132",0,104,47,45,42,44,77,15,108,34,461,78,122,68,0,27,49,402,25,67,314,57,28,64,60,70,0,0,0,0,0
"ASV_133",26,0,29,14,0,0,0,0,0,0,0,0,32,0,128,1355,0,29,5,0,46,12,12,119,0,0,0,0,0,0,0
"ASV_134",13,0,0,8,0,9,0,0,11,11,0,0,11,0,0,3,0,0,0,18,12,16,17,8,31,90,440,292,402,301,301
"ASV_135",0,0,0,68,74,88,0,0,0,98,144,0,318,85,131,0,117,112,61,127,128,235,0,0,0,0,0,0,0,0,0
"ASV_136",99,0,143,93,38,27,6,59,0,0,0,0,11,49,133,444,0,16,0,0,3,132,299,177,0,0,0,0,20,0,0
"ASV_137",51,265,90,97,106,81,127,23,131,185,146,173,41,38,45,27,112,33,69,39,44,15,43,83,47,36,0,0,0,0,0
"ASV_138",18,11,0,0,0,3,0,14,14,0,0,2,17,0,0,0,0,36,28,0,25,20,31,0,43,62,296,249,238,325,431
"ASV_139",24,178,24,35,164,22,158,0,37,99,111,307,33,98,384,14,49,16,0,20,58,0,139,33,0,32,0,0,0,0,0
"ASV_140",25,86,96,165,204,207,146,37,95,129,69,138,76,75,66,39,287,43,26,50,36,24,10,46,14,0,0,0,0,0,0
"ASV_141",16,48,334,68,131,55,70,9,186,83,235,145,86,103,0,99,57,101,29,53,131,13,75,34,0,55,0,0,10,0,0
"ASV_142",0,167,83,133,55,112,173,65,131,121,234,277,39,0,0,0,170,111,0,76,98,0,57,129,0,189,0,0,0,0,0
"ASV_143",18,0,11,111,116,36,0,24,0,0,0,0,5,31,522,477,33,22,58,0,0,0,43,185,70,4,0,0,0,0,0
"ASV_144",0,0,0,131,0,0,666,18,0,0,0,0,0,13,0,19,42,0,88,257,12,9,0,148,25,33,0,0,0,0,0
"ASV_145",0,97,76,61,81,0,220,24,114,154,361,254,66,53,90,70,99,53,71,49,98,36,51,71,0,337,0,0,0,0,0
"ASV_146",27,119,217,90,44,105,89,48,38,79,207,294,206,34,58,82,40,123,14,24,127,52,4,28,123,23,0,0,0,0,0
"ASV_147",0,35,74,96,0,38,57,7,65,519,221,424,139,28,28,4,34,21,52,68,56,11,84,54,105,9,0,0,0,0,0
"ASV_148",100,84,63,34,54,47,19,268,27,0,97,0,81,45,198,282,0,0,0,0,37,140,258,79,0,48,0,0,0,0,0
"ASV_149",48,40,49,58,0,511,265,0,31,0,0,49,0,27,0,107,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0
"ASV_150",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,34,0,41,81,424,330,407,379,256
"ASV_151",31,18,22,53,78,30,12,28,24,51,28,27,75,54,69,0,39,47,68,80,22,77,27,33,32,87,71,84,67,78,127
"ASV_152",0,40,47,41,177,42,409,10,55,70,80,112,81,97,70,32,147,74,42,50,33,17,12,20,49,52,0,0,0,0,0
"ASV_153",20,38,182,60,126,85,101,6,152,137,78,284,96,109,116,45,129,116,97,79,89,34,24,43,4,0,0,0,0,0,0
"ASV_154",0,0,7,69,300,171,134,10,31,303,21,429,0,55,82,30,204,10,52,86,0,0,127,109,137,39,0,0,0,0,0
"ASV_155",0,0,0,0,118,0,0,0,0,0,0,0,302,92,116,0,110,149,66,148,106,252,0,0,0,0,0,0,0,0,0
"ASV_156",30,0,20,23,56,18,11,22,21,21,0,0,38,13,18,0,0,0,38,0,9,11,33,30,54,83,264,250,226,220,229
"ASV_158",0,11,2,4,0,6,13,2,8,14,0,5,0,10,10,7,0,9,12,10,2,6,27,7,38,89,265,310,277,341,283
"ASV_159",8,17,16,0,0,21,38,16,44,42,39,21,0,47,0,0,0,35,28,32,23,15,17,15,54,101,349,158,146,225,201
"ASV_160",72,31,55,28,33,89,8,28,38,21,45,11,208,68,31,31,37,12,83,72,132,342,12,0,10,17,0,0,0,3,0
"ASV_161",0,259,90,0,156,248,212,0,142,147,94,291,72,130,0,0,0,0,0,77,36,0,22,25,0,474,0,0,0,0,0
"ASV_162",32,0,14,0,0,0,0,0,0,0,0,0,2,119,43,18,15,0,0,22,46,4,196,23,9,0,0,0,0,0,0
"ASV_163",0,16,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,18,0,0,18,35,9,38,100,362,307,222,315,240
"ASV_164",11,46,67,80,127,75,103,2,61,81,186,137,52,51,53,17,48,25,38,85,191,14,19,40,9,34,0,0,0,0,0
"ASV_165",54,11,67,24,27,64,20,83,79,42,28,18,73,40,33,43,36,57,47,111,68,62,36,9,124,60,0,0,0,0,0
"ASV_166",0,73,21,25,107,43,13,0,136,68,84,64,0,0,79,23,98,61,105,80,86,74,77,44,65,55,0,0,0,0,0
"ASV_167",0,0,0,61,70,89,0,0,0,65,104,0,250,58,109,0,88,109,72,122,85,166,0,0,0,0,0,0,0,0,0
"ASV_168",0,13,119,0,0,21,0,0,78,42,64,25,37,62,104,15,38,91,161,132,100,344,23,27,131,30,0,0,0,0,0
"ASV_169",21,60,35,65,108,82,10,0,112,23,71,8,22,435,27,26,171,20,87,23,8,39,62,3,0,21,0,0,0,0,0
"ASV_170",43,12,77,97,0,23,22,38,15,0,0,0,0,262,39,26,0,0,0,25,3,173,463,138,0,0,0,0,0,0,0
"ASV_171",55,0,95,57,84,55,32,58,26,75,0,38,98,61,165,53,62,34,51,48,123,42,10,27,88,34,0,0,0,0,0
"ASV_172",49,686,0,0,332,262,4,0,424,0,0,0,0,0,0,0,0,0,0,22,0,0,36,61,24,0,0,0,0,0,0
"ASV_173",0,0,0,85,104,74,0,0,0,168,259,181,111,26,84,93,354,161,0,54,117,15,0,0,0,0,0,0,0,0,0
"ASV_174",0,32,177,28,95,66,90,0,37,36,0,269,82,30,49,17,0,133,19,152,30,16,58,80,0,52,0,0,0,0,0
"ASV_175",20,46,16,31,86,24,38,32,49,90,23,90,4,38,80,26,65,78,65,44,23,23,14,34,39,72,85,129,74,73,136
"ASV_176",17,67,59,29,45,37,24,37,93,71,91,41,71,53,42,27,88,80,86,118,95,73,41,27,75,47,0,0,0,0,0
"ASV_177",0,41,50,142,65,53,158,0,46,60,93,250,52,26,27,43,115,92,66,62,56,0,38,86,291,76,0,6,0,0,0
"ASV_178",0,0,46,47,0,177,66,0,25,53,60,223,0,34,97,6,0,33,128,0,41,8,11,0,178,180,0,0,0,0,0
"ASV_179",20,109,44,49,87,41,80,25,109,125,110,72,28,74,73,47,63,34,67,57,44,49,46,68,71,48,6,0,0,0,0
"ASV_180",5,60,113,36,78,28,48,37,148,130,74,237,29,93,47,26,21,59,91,51,74,32,27,34,0,17,0,0,3,8,0
"ASV_181",0,81,0,2,0,0,0,0,19,0,0,0,0,0,0,0,0,0,11,0,0,4,51,23,0,0,0,0,0,0,0
"ASV_182",0,0,0,0,0,59,0,0,0,205,128,0,205,28,145,0,95,157,0,73,68,35,0,0,0,0,0,0,0,0,0
"ASV_183",47,47,42,26,0,18,359,38,29,0,0,0,0,0,0,0,0,19,15,47,22,17,76,397,482,251,38,48,32,14,6
"ASV_184",96,53,27,22,80,35,53,3,48,21,25,17,35,19,50,22,70,103,55,40,60,99,22,18,22,72,38,25,26,29,25
"ASV_185",35,41,23,186,38,30,56,70,0,28,0,0,19,107,14,77,0,29,0,0,23,62,87,430,22,0,0,0,0,0,0
"ASV_186",0,0,0,90,102,102,40,0,0,6,45,28,15,68,26,3,137,0,0,0,87,139,310,107,0,0,0,0,0,0,0
"ASV_187",0,0,0,0,0,3,0,9,3,13,0,0,0,0,0,0,0,0,0,0,0,0,11,17,28,58,317,255,309,292,213
"ASV_188",0,41,140,47,0,65,127,23,92,73,112,215,42,37,0,34,93,59,100,69,64,39,60,38,50,0,0,0,0,0,0
"ASV_189",32,51,157,46,116,88,64,3,47,44,48,202,89,67,57,89,72,23,47,88,65,24,18,26,48,19,0,0,0,0,0
"ASV_190",0,9,20,282,0,0,0,49,0,0,0,0,0,203,90,19,0,0,0,0,0,7,51,54,0,0,0,0,0,0,0
"ASV_191",51,56,101,37,0,34,43,7,111,118,296,102,57,110,32,20,53,193,43,67,115,26,52,51,28,41,0,0,0,0,0
"ASV_192",16,35,58,93,212,76,20,7,82,81,80,30,0,63,40,36,248,8,36,75,70,23,212,14,45,124,1,0,0,0,0
"ASV_193",30,11,8,133,278,106,333,30,14,100,29,143,12,35,64,21,164,9,5,64,10,6,16,94,0,0,0,0,0,0,0
"ASV_194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,15,43,240,268,295,339,336
"ASV_195",14,0,17,0,0,0,0,0,0,14,10,0,0,0,9,14,0,0,0,8,15,18,33,0,0,40,264,283,255,222,240
"ASV_196",0,0,0,80,48,110,0,0,0,123,169,102,104,36,95,49,344,155,0,69,97,22,0,0,0,0,0,0,0,0,0
"ASV_197",62,16,0,0,285,188,8,0,0,20,0,0,0,0,0,0,0,0,0,0,4,117,676,0,0,41,0,0,9,23,0
"ASV_198",7,20,9,18,58,12,7,13,10,0,0,23,0,11,22,21,64,12,12,30,8,27,0,15,22,131,194,165,158,154,179
