"","YR_1_1","YR_1_2","YR_1_3","YR_3_2","YR_3_3","YR_3_4","YR_1_4","YR_1_5","YR_1_6","YR_2_6","YR_2_7","YR_2_8","YR_1_17","YR_2_1","YR_2_2","YR_2_3","YR_2_4","YR_2_5","YR_3_8","YR_3_9","YR_3_10","YR_3_11","YR_1_10","YR_1_11","YR_1_12","YR_1_13","YR_3_12","YR_3_13","YR_3_14","YR_3_15","YR_3_16"
"ASV_1543",0,46,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,80,51,0,0,0,0,0,0,0,0,0,0,0
"ASV_1544",0,70,0,4,0,0,5,0,20,21,54,42,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"ASV_1546",0,2,0,0,0,5,5,0,3,0,7,0,0,4,0,1,0,0,4,4,0,0,0,0,16,15,14,17,6,21,0
"ASV_1548",0,0,0,0,0,0,16,35,0,0,0,0,0,0,42,53,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
"ASV_1549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,25,53,0,34,36,0
"ASV_1550",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,30,16,16,26,45
"ASV_1551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,36,33,41,20,24
"ASV_1552",10,0,0,0,14,2,4,0,4,7,0,0,0,14,11,0,23,6,7,18,19,21,0,0,10,0,0,0,0,0,0
"ASV_1553",0,0,28,0,0,0,0,0,8,0,0,75,0,0,0,0,0,0,0,7,7,0,0,49,0,0,0,0,0,0,0
"ASV_1554",0,0,0,0,12,0,0,0,0,0,0,0,21,0,27,0,0,0,0,0,8,26,0,0,0,0,0,0,0,0,0
"ASV_1556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,40,35,27
"ASV_1557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,26,23,23,20,47
"ASV_1558",0,14,0,0,0,0,0,5,9,0,5,0,0,14,0,0,0,13,0,12,14,26,0,0,0,0,0,0,0,0,0
"ASV_1559",0,0,0,0,0,0,0,0,5,0,47,12,0,0,0,0,0,0,4,29,0,0,0,0,0,0,0,0,0,0,0
"ASV_1561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,40,27,27,0
"ASV_1562",7,23,0,0,36,12,0,22,20,0,0,0,0,14,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1563",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,25,28,27,33,31
"ASV_1565",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,33,0,79
"ASV_1566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,24,39,44,26,46
"ASV_1568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,17,18,30,39
"ASV_1569",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,53,22,65,0
"ASV_1570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,40,31,24,15
"ASV_1571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,37,20,26,55
"ASV_1573",0,43,18,0,0,0,16,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0
"ASV_1574",0,0,0,0,0,4,0,0,6,0,0,0,0,7,0,0,15,9,10,16,12,6,0,5,0,1,0,0,0,0,0
"ASV_1575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,33,30,29,0
"ASV_1576",0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,17,38,21,19,22,17
"ASV_1577",0,38,17,0,0,0,0,0,17,0,0,10,0,13,0,0,0,26,11,17,0,0,0,0,0,0,0,0,0,0,0
"ASV_1579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,44,34,0
"ASV_1580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,38,30,40,0
"ASV_1582",0,0,0,0,45,14,0,0,12,0,35,0,0,20,0,0,0,0,24,0,0,0,0,0,0,0,10,0,0,0,0
"ASV_1583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,12,27,23,57
"ASV_1584",10,60,0,0,58,5,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,6,22,4,8,9,0,0,0,0,0
"ASV_1586",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,8,37,17,23,19,25
"ASV_1587",0,0,0,0,0,0,0,0,0,9,0,26,0,0,0,0,0,0,0,28,0,0,0,39,0,0,0,0,0,0,0
"ASV_1588",0,10,9,0,0,6,3,2,19,12,8,6,6,0,0,5,0,6,14,3,6,12,0,0,2,0,0,0,0,0,0
"ASV_1589",0,0,14,11,0,22,0,0,16,17,0,16,32,0,0,9,0,18,0,15,0,0,0,0,0,0,0,0,0,0,0
"ASV_1590",0,0,0,0,0,0,0,0,0,0,0,0,11,19,26,0,0,0,0,22,20,11,0,0,0,0,0,0,0,0,0
"ASV_1592",0,10,7,2,26,0,11,0,7,0,27,29,0,0,10,15,0,10,0,8,0,4,3,4,0,0,0,0,0,0,0
"ASV_1593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,14,28,16,59
"ASV_1595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,25,16,13,0,0,0,0,0,0,0,0,0
"ASV_1598",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,19,34,27,0
"ASV_1599",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,10,5,0,0,25,6,21,17,51
"ASV_1600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,31,43,22
"ASV_1601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,33,34,33,24,25
"ASV_1602",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,11,22,26,37,50
"ASV_1603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,23,36,28,22
"ASV_1604",0,0,0,0,49,0,22,0,17,42,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1605",13,0,12,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,7,26,9,0,9,0,0,0,6,12,18,0,0
"ASV_1608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,48,37,37,0
"ASV_1609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,23,27,36,26,31
"ASV_1610",0,0,24,0,27,0,24,0,17,0,0,34,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1611",10,10,16,0,0,0,0,2,7,0,0,0,15,15,0,6,0,0,7,8,2,0,0,6,6,0,0,0,0,0,0
"ASV_1612",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,28,32,33,18,44
"ASV_1613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,20,27,10,20,42
"ASV_1614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,30,31,18,39
"ASV_1615",0,4,6,0,0,0,8,0,4,0,0,0,0,0,0,9,0,16,8,7,8,0,4,15,0,0,0,0,0,0,0
"ASV_1616",0,0,17,0,0,0,0,36,0,0,0,0,0,0,31,0,0,0,0,0,0,0,49,7,0,0,0,0,0,0,0
"ASV_1617",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,9,19,16,38,22,71
"ASV_1618",0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,51,30,21,10,0,23,0,27,0,0,0,0,0
"ASV_1619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,16,28,38,15,27,27
"ASV_1620",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,17,18,28,35
"ASV_1621",0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,0,42,55
"ASV_1622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,54,16,22,35
"ASV_1623",0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,22,57,13,19,0
"ASV_1624",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,36,18,29,20
"ASV_1625",0,35,0,0,0,0,11,0,6,12,0,25,0,0,4,0,0,0,0,0,0,0,5,0,0,21,0,0,0,0,0
"ASV_1626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,27,47,21,40,0
"ASV_1628",0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,51,42,0,26,24,0,0,0,0,0,0,0,0,0,0
"ASV_1629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,40,35,44
"ASV_1630",46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,16,0,35,0,0,0,8,0,0,0,0,0
"ASV_1631",0,4,0,0,0,0,16,0,4,10,35,9,16,0,0,2,0,14,9,41,3,0,3,0,0,0,0,0,0,0,0
"ASV_1635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,32,36,21,0
"ASV_1636",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,17,37,42
"ASV_1637",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,28,40,23,37
"ASV_1638",5,0,3,24,0,0,0,2,0,0,0,0,0,25,0,3,0,0,0,0,0,0,14,9,0,0,0,0,0,0,0
"ASV_1639",0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,12,8,18,0,0,0,0,0,0,0,0,0
"ASV_1640",4,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,5,0,9,4,4,0,0,0,10,5,28,25,10,12,9
"ASV_1641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,37,20,22,21,37
"ASV_1642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,29,16,29,35
"ASV_1643",0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,20,28,37,25
"ASV_1645",0,0,8,0,0,12,0,0,8,0,0,0,0,0,0,0,0,0,14,2,0,6,0,0,0,28,9,0,7,0,77
"ASV_1646",0,9,0,0,0,9,0,11,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0
"ASV_1647",0,0,0,13,0,0,0,0,14,0,0,4,0,6,0,0,0,0,0,8,7,5,0,0,0,0,0,0,0,0,0
"ASV_1650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,27,38,27,23
"ASV_1651",0,26,8,0,0,0,0,0,22,0,0,11,19,0,0,0,0,0,11,25,11,5,3,15,0,0,0,0,0,0,0
"ASV_1652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,19,32,55
"ASV_1653",8,0,0,0,0,0,0,0,7,0,0,0,0,11,31,0,0,0,7,34,25,0,0,0,38,0,0,0,0,0,0
"ASV_1654",0,0,7,0,0,2,5,0,12,40,0,0,6,0,21,0,0,22,10,11,1,3,0,0,7,0,0,0,0,0,0
"ASV_1655",0,0,0,0,14,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,15,9,22,9,0,16,0,0,0,0,0
"ASV_1656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27,18,42,0
"ASV_1657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,38,25,56
"ASV_1658",9,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13,19,12,8,0,0,10,0,0,0,0,0,0
"ASV_1659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,26,16,37,37,0
"ASV_1660",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,19,36,46
"ASV_1661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,19,40,33,54
"ASV_1662",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,26,30,20,19,20
"ASV_1663",11,6,0,15,19,0,0,0,0,0,2,0,0,3,0,22,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0
"ASV_1664",0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,80,40,26,0,0,0,0,37,0,0,0,0,0,0
"ASV_1665",0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,23,4,17,0,0,0,0,0,0,0,0,0
"ASV_1666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,35,20,25,29,24
"ASV_1669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,29,0,26,19,0,0,0,0,0,0,0,0,0,0
"ASV_1670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,28,29,25,19
"ASV_1671",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,35,29,19,0
"ASV_1672",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,24,25,24,18,28
"ASV_1673",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,25,26,17,26
"ASV_1674",0,8,5,0,29,0,7,11,7,20,0,13,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,24,21,0
"ASV_1676",2,6,0,9,0,0,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,79,0,0,0,0,0
"ASV_1677",0,6,0,0,30,0,26,5,0,0,0,0,13,4,29,9,0,16,6,0,15,7,0,13,0,0,0,0,0,0,0
"ASV_1678",70,0,0,1,0,3,0,2,0,0,146,0,0,23,0,0,0,0,0,0,0,0,0,1,7,5,0,0,0,0,0
"ASV_1679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,21,26,26,39
"ASV_1681",21,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"ASV_1682",0,5,0,0,6,0,0,5,25,9,0,4,12,0,0,0,0,0,8,10,6,4,2,1,6,0,0,0,0,0,0
"ASV_1683",0,0,0,0,15,0,0,0,0,0,0,0,31,0,10,0,0,0,0,13,0,25,0,0,0,0,0,0,0,0,0
"ASV_1684",0,0,26,0,0,0,31,0,14,0,0,54,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,24,19,32,44
"ASV_1686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,24,23,32,38
"ASV_1687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,29,53,14,0
"ASV_1688",0,11,0,6,33,0,0,0,6,0,0,0,0,0,0,0,0,0,11,3,6,0,9,10,7,64,0,0,0,0,0
"ASV_1690",10,0,0,0,0,4,0,7,2,0,0,0,6,0,0,2,0,0,0,4,0,0,4,0,0,18,24,14,17,6,40
"ASV_1691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,7,0,0,0,40,0,0,10,42,0,0,0,0,0,0,0
"ASV_1693",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,11,26,0,23,19,63
"ASV_1695",48,0,12,0,0,0,0,19,5,0,0,0,0,13,0,0,0,0,0,0,11,0,0,10,0,6,4,0,0,0,0
"ASV_1697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,32,34,20,15
"ASV_1698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,43,37,30,0
"ASV_1699",0,0,0,33,0,0,0,0,0,0,0,0,21,0,16,0,0,0,0,15,10,0,0,0,0,0,0,0,0,0,0
"ASV_1703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,31,30,46,9
"ASV_1705",22,0,5,3,0,0,6,11,29,0,18,12,0,5,0,4,0,0,12,6,0,12,0,0,0,0,0,0,0,0,0
"ASV_1706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,15,83,0,0,0,0,0,0,0
"ASV_1707",14,0,0,0,0,0,0,7,7,0,0,0,0,12,0,0,0,0,3,0,0,8,4,7,23,13,0,0,0,0,0
"ASV_1708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,20,14,28,27,27,17
"ASV_1709",0,14,8,0,0,0,0,0,10,0,64,0,73,37,0,2,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0
"ASV_1710",7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,16,0,11,0,0,0,25,12,0,20,0,47
"ASV_1712",0,0,22,0,38,0,0,0,15,0,0,0,0,0,0,0,0,0,36,22,0,0,5,12,0,0,0,0,0,0,0
"ASV_1714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,14,36,23,22,32
"ASV_1715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,21,16,28,35
"ASV_1717",0,0,0,0,0,2,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,55,5,3,0,0,0,0,0,0,0
"ASV_1718",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,25,18,22,21,43
"ASV_1719",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,28,37,22,23
"ASV_1721",0,0,0,15,38,0,0,0,0,0,0,0,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,38,21,23,23
"ASV_1724",19,29,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0
"ASV_1725",5,17,0,0,0,0,16,0,23,7,0,0,0,2,0,0,0,0,12,6,13,0,21,17,3,0,0,0,0,0,0
"ASV_1727",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,21,20,49
"ASV_1728",10,0,0,6,17,0,0,0,0,0,0,0,1,0,16,34,1,16,0,0,0,0,2,2,0,0,0,0,0,0,0
"ASV_1729",0,0,0,0,0,0,0,47,0,0,0,0,0,10,0,0,0,0,0,0,0,0,28,4,0,0,0,0,0,0,0
"ASV_1730",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,30,49,0
"ASV_1731",0,20,0,0,19,0,5,0,9,0,0,19,11,11,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1732",0,56,0,0,0,0,5,0,35,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,40,22,19,20
"ASV_1734",0,16,0,0,0,0,9,0,27,14,0,0,0,0,0,0,0,0,0,28,0,0,7,0,0,0,0,0,0,0,0
"ASV_1735",0,13,23,6,0,0,4,0,11,0,0,0,12,16,0,0,0,0,7,12,9,15,6,10,0,0,0,8,0,0,0
"ASV_1736",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,20,21,22,36
"ASV_1738",0,18,13,8,11,0,0,0,14,0,0,0,0,0,0,0,19,0,12,0,8,0,5,17,0,0,0,0,0,0,0
"ASV_1741",0,0,17,0,0,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"ASV_1743",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,35,19,28,19
"ASV_1744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,27,33,0
"ASV_1745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,41,3,33,24
"ASV_1746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,28,24,55
"ASV_1748",0,0,0,0,0,0,12,1,15,0,0,0,0,0,0,0,0,0,11,14,4,0,16,5,7,9,3,0,0,0,0
"ASV_1749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,32,22,20,21
"ASV_1750",0,0,0,0,0,0,0,0,0,0,0,0,13,16,0,0,0,0,0,9,9,4,0,0,0,0,0,0,0,0,0
"ASV_1751",8,0,11,4,0,5,0,6,0,0,0,0,0,6,5,2,0,0,0,0,5,5,21,12,18,19,3,0,0,4,0
"ASV_1752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,17,24,30,16,20,35
"ASV_1753",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,14,0,19,25,29,18,17
"ASV_1754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,17,24,36
"ASV_1755",0,0,2,5,0,0,16,0,4,11,0,0,0,6,6,0,0,0,0,5,43,0,3,5,0,4,0,0,0,0,0
"ASV_1756",0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,19,0,0,2,0,0,0,0,10,18,31,22,30
"ASV_1757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,20,38
"ASV_1758",6,0,0,0,18,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,70,0,0,8,0,0,0,0,0
"ASV_1759",0,0,0,0,0,0,0,0,0,0,0,0,35,0,19,0,0,0,0,14,0,24,0,0,0,0,0,0,0,0,0
"ASV_1760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,44,17,36,0
"ASV_1761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,26,40,29,24,6
"ASV_1762",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,7,0,28,23,29,14,0
"ASV_1764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,42,29,31,0
"ASV_1765",12,0,8,11,0,0,0,2,0,0,0,0,0,11,15,23,0,0,0,0,0,10,7,4,0,0,0,0,0,0,0
"ASV_1766",2,0,0,7,0,0,0,5,0,0,0,0,0,3,0,12,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0
"ASV_1768",0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,4,0,207,19,0,0,0,0,0
"ASV_1769",0,4,4,0,0,0,6,0,0,0,0,0,14,1,32,0,22,15,0,0,0,2,0,1,0,0,0,0,0,0,0
"ASV_1771",37,0,7,14,15,17,4,4,0,0,0,0,5,0,2,11,0,19,0,0,1,1,0,0,4,0,0,0,0,0,0
"ASV_1772",7,0,0,2,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,8,5,5,0,2,3,2,10,11,21,9,24
"ASV_1773",0,0,0,0,0,0,0,0,8,0,0,0,13,0,0,0,0,0,15,0,0,9,0,0,0,25,11,0,8,13,44
"ASV_1774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,34,20,14,24
"ASV_1775",0,10,1,0,0,0,16,8,4,0,0,0,0,7,0,1,0,25,9,1,0,0,0,21,8,0,9,5,3,1,0
"ASV_1776",0,0,0,0,0,11,0,0,0,0,0,0,19,0,0,0,0,44,0,0,0,0,0,0,10,0,4,0,0,0,0
"ASV_1777",0,17,0,0,0,0,3,0,10,0,0,0,6,0,0,0,0,0,12,31,15,15,0,5,11,9,0,0,0,0,0
"ASV_1779",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,31,22,34,0
"ASV_1781",12,11,0,0,0,0,0,7,14,0,0,0,0,0,0,0,11,0,13,3,0,0,5,4,4,4,0,0,0,0,0
"ASV_1782",0,0,0,0,0,0,24,0,13,0,0,0,0,0,0,0,0,0,25,0,7,58,4,0,0,0,0,0,0,0,0
"ASV_1783",0,0,0,0,0,0,0,7,0,0,0,0,0,26,0,12,0,0,0,0,0,14,0,26,0,0,0,0,0,0,0
"ASV_1784",0,0,0,36,0,20,0,0,17,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,48,25,17,0
"ASV_1786",0,0,0,28,16,0,0,0,0,0,0,0,28,0,0,0,0,18,0,13,15,0,0,0,0,0,0,0,0,0,0
"ASV_1787",0,0,0,28,0,0,0,0,0,0,0,0,0,0,4,0,56,24,0,0,29,0,0,0,0,0,0,0,0,0,0
"ASV_1788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,30,30,22
