"","ID","prev","RA.mean","log.mean","filtN","ra","prevN","condition"
"ASV_27618","ASV_27618",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27619","ASV_27619",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27620","ASV_27620",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27621","ASV_27621",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27622","ASV_27622",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27623","ASV_27623",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27624","ASV_27624",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27625","ASV_27625",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27626","ASV_27626",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27627","ASV_27627",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27628","ASV_27628",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27629","ASV_27629",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27630","ASV_27630",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27631","ASV_27631",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27632","ASV_27632",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27633","ASV_27633",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27634","ASV_27634",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27635","ASV_27635",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27636","ASV_27636",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27637","ASV_27637",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27638","ASV_27638",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27639","ASV_27639",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27640","ASV_27640",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27641","ASV_27641",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27642","ASV_27642",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27643","ASV_27643",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27644","ASV_27644",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27645","ASV_27645",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27646","ASV_27646",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27647","ASV_27647",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27648","ASV_27648",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27649","ASV_27649",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27650","ASV_27650",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27651","ASV_27651",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27652","ASV_27652",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27653","ASV_27653",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
